id,meldungsNummern,bezirk,betreff,erstellungsDatum,status,sachverhalt
2808234,['m2ip6p'],Friedrichshain-Kreuzberg,Lärm - Gaststätte,13.08.2021 - 22:45:59,In Bearbeitung,"Die Musik, Gäste und Arbeiter sind zu laut.  Wie Sie auf dem Bild sehen können, beträgt der Geräuschpegel 59,6 dBA.  Ich habe die Polizei angerufen und um eine Anzeige gebeten.  Bitte helfen Sie, diese Situation beeinträchtigt meine Gesundheit und mein Paarleben."
2826415,"['iyu77l', 'j5yjup']",Neukölln,Elektroschrott abgelagert,24.08.2021 - 09:14:36,In Bearbeitung,"Dort steht seit heute Morgen ein alter Kühlschrank, der eigentlich Sperrmüll ist."
2842723,['guk2yp'],Neukölln,"Abfall - Bauabfälle, Bauschutt",28.08.2021 - 13:37:58,In Bearbeitung,"Gemeint ist der Parkplatz auf der Rudower Spinne. 
An der Einfahrt liegen Asbest Dachplatten schon über ein Jahr. "
2848939,['gr7a4h'],Neukölln,"Abfall - Bauabfälle, Bauschutt",30.08.2021 - 17:07:59,In Bearbeitung,Auf dem Bürgersteig stehen bzw. liegen ein Handwaschbecken und ein Toilettenbecken.
2851955,['6k9tkx'],Friedrichshain-Kreuzberg,Lärm - Gaststätte,31.08.2021 - 22:15:02,In Bearbeitung,Ruhestörender biergartenlärm stören der nachtruhe durch lautstarkes reden lachen und geschreie. Passier dagegen entlich mal was? Es wurden schon mehr als 8 anzeigen erstattet und es ist unverändert. 
2851983,['vnmlmp'],Friedrichshain-Kreuzberg,Lärm - Gaststätte,01.09.2021 - 06:39:29,In Bearbeitung,"
6:20 uhr ( Nachtruhestörung)hochstellen von stühlen, umherrücken von bänken und tischen. 

Abends bis spät in die nacht lärm und belästigung und frühs am morgen auch. 

Der Betreiber sollte sich mal über seine rechte und zeiten infomieren. 

Kann einfach nicht sein und polizei und OA tut nix . 

Traurig 

"
2875564,['bbgs8x'],Friedrichshain-Kreuzberg,Gewerbe/Gaststätten - Beschwerden,05.09.2021 - 16:56:29,In Bearbeitung,"Sehr Laute Musik 

Grill bahcesi merhaba grill garten "
2894199,['quk7pd'],Friedrichshain-Kreuzberg,"Grünanlage/Park - KFZ, Auto",09.09.2021 - 19:58:42,Erledigt,Vorsetzliches Parken im Grünen 
2894667,['xxlczl'],Friedrichshain-Kreuzberg,"Grünanlage/Park - Müll, Verschmutzung",14.09.2021 - 16:31:17,In Bearbeitung,Matratze im Gebüsch
2918812,['ublq0x'],Neukölln,Bauabfälle abgelagert,24.09.2021 - 09:19:22,In Bearbeitung,"Toilette,  Beutel mit Bauabfällen"
3012364,"['4bm48x', '6k14ox', '8rzqjk', '9qbe2p', 'af1y4h', 'casg01', 'cw90ch', 'dlhts1', 'dp4gld', 'es9c75', 'f6ywap', 'g13x9c', 'hdmp6p', 'iccum9', 'icifq8', 'mjo4xt', 'n50hkx', 'p66uxs', 'q7pipt', 'qj9atd', 'ra6io1', 'rr9rep', 't3cxls', 't708x', 'tol2jk', 'ufyf5', 'yeos1t']",Friedrichshain-Kreuzberg,Privatfläche - Campieren - Müll,27.10.2021 - 13:57:09,In Bearbeitung," 

Betreff *:  Camping in der Stadt
 
Ihre Nachricht *:

Vor dem DM in der Revaler Straße Ecke Warschauer Straße befindet sich seit Wochen ein Camp mit wahrscheinlich obdachlosen Menschen. 

Nicht nur dass man nachts Angst haben muss, das Camp behindert auch den Zugang zur Packstation und zur Altkleider-Sammlung. 

Ich würde Sie die Situation vor Ort zu überprüfen und das Camp aufzulösen
 

---:
"
3206439,['gp0rup'],Friedrichshain-Kreuzberg,"Grünanlage/Park - Müll, Verschmutzung",04.01.2022 - 13:17:08,In Bearbeitung,Mülltüten volle Müll auf der Promenade- wird immer schlimmer
3343644,['rhfy9'],Spandau,Abfall - Müllablagerung,23.02.2022 - 17:13:11,In Bearbeitung,"Im gesamten Bereich der Ruhlebener Straße vor allem an den Böschungen ist alles so vermüllt, dass man gar nicht mehr hinsehen kann. Ich habe im letzten halben Jahr (mindestens) niemanden gesehen, der sich darum kümmert. Gibt es da überhaupt Verantwortliche? (Im Bäume absägen und stutzen ist das Amt auf jeden Fall übereifrig...) Ein Großteil des Mülls wird auch immer wieder von der Brücke in die Havel geweht - die in die Tausende gehenden Glasscherben allerdings nicht. Es würde der Stadt wirklich gut tun, wenn mehr gegen herumliegenden Müll getan wird. "
3359907,['y7e0io'],Tempelhof-Schöneberg,Hund - Beaufsichtigungspflicht,02.03.2022 - 11:41:19,In Bearbeitung,Hunde zerstören neuangelegte denkmalgeschützte Grünanlage
3368861,['ljls80'],Neukölln,Sondernutzung - Altkleidercontainer,06.03.2022 - 15:20:21,In Bearbeitung,
3390276,['jv34sh'],Tempelhof-Schöneberg,"Abfall - Bauabfälle, Bauschutt",15.03.2022 - 06:51:31,Erledigt,Dachsteine 
3392371,['viaubl'],Tempelhof-Schöneberg,Rundschacht,15.03.2022 - 11:16:31,Erledigt,Loch im rundschacht bitte an Wasserbetriebe weiterleiten
3391854,['yusg01'],Tempelhof-Schöneberg,Abfall - Autowrack,15.03.2022 - 16:45:38,Erledigt,"Auto steht seit einigen Wochen (Monaten?) an der gleichen Stelle. Es sieht nicht so aus, als wenn es noch benutzt wird. "
3395312,['45a3nl'],Tempelhof-Schöneberg,Straßenaufsicht - Straßen- und Gehwegschäden,16.03.2022 - 16:10:52,Erledigt,Poller völlig lose und herausnehmbar
3397156,['5a0kjl'],Tempelhof-Schöneberg,Poller,17.03.2022 - 12:29:36,Erledigt,"Ständig ist der Parkweg zugeparkt durch Falschparker, da die Poller verschoben sind."
3397237,['25n4zl'],Tempelhof-Schöneberg,Abfall - Sonstiges,17.03.2022 - 14:20:49,Erledigt,Diverse Plastiksäcke voll mit Gartenanfall und Müll
3397857,['673q4h'],Tempelhof-Schöneberg,Straßenaufsicht - Straßen- und Gehwegschäden,17.03.2022 - 22:59:16,Erledigt,"lose Pflastersteine Gehwegschäden, Sturzgefahr für Alt und Jung , bitte um zeitnahe fachgerechte Instandsetzung Dankeschön , "
3398298,['1njdhd'],Tempelhof-Schöneberg,schieber steht hoch ,18.03.2022 - 09:42:08,Erledigt,An bww oder Grün weiterleiten
3402744,['2ep0qp'],Tempelhof-Schöneberg,kaputtes Fahrrad ,18.03.2022 - 13:11:48,Erledigt,"Kaputtes Fahrrad am Mittelstreifen vor KaDeWe 
"
3402860,['l1t8n5'],Tempelhof-Schöneberg,"Abfall - Bauabfälle, Bauschutt",18.03.2022 - 21:24:48,Erledigt,Abfälle der Renovierungsarbeiten liegen auf dem Gehweg vor dem Laden. Aktuell wechselt das Geschäft. 
3403549,['kyatj5'],Tempelhof-Schöneberg,Abfall - Müllablagerung,19.03.2022 - 11:44:14,Erledigt,Seit mehr als1 Woche steht ein Müllcontainer voller Müll am Straßenrand. Es werden immer mehr Säcke und Tüten mit Restmüll dazugeworfen. Der Müll verteilt sich mittlerweile auf dem Gehweg.
3403821,['padh4x'],Tempelhof-Schöneberg,Abfall - Müllablagerung,19.03.2022 - 15:20:36,Erledigt,Schrankbretter
3404144,['eebev5'],Tempelhof-Schöneberg,Abfall - Autowrack,19.03.2022 - 19:08:11,Erledigt,Am Straßenrand steht seit mehreren Monaten ein schwarzer Mercedes mit bulgarischen Kennzeichen. Das Auto wurde vor ca. zweieinhalb Monaten nachts zwischen 0-1 Uhr dort abgestellt. Der Fahrer ließ mehrmals lautstark den Motor aufheulen und verschwand anschließend zu Fuß. Das Auto hat platte Reifen und wird seitdem nicht mehr bewegt. Auch der Besitzer ist seitdem nicht mehr aufgetaucht.
3404577,['31ej9d'],Tempelhof-Schöneberg,"Abfall - Bauabfälle, Bauschutt",20.03.2022 - 13:43:18,Erledigt,hinterlassen nach Abholung Müllkontainer Bauarbeiter 
3404853,['4is45d'],Tempelhof-Schöneberg,Sondernutzung - Altkleidercontainer,20.03.2022 - 16:54:05,Erledigt,„Vermüllter“ Altkleider Container hinter der Dorfkirche Marienfelde (Alt-Marienfelde) in der Sackgasse. 
3405714,"['ivjqwx', 'aknrb5']",Tempelhof-Schöneberg,Ratte kam aus der Hecke.,21.03.2022 - 07:12:19,Erledigt,"Morgens um 7:00 Uhr, es war schon hell."
3406622,['bqyewx'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,21.03.2022 - 17:22:28,Erledigt,1 Mobike (Anbieter seit 2020 insolvent)
3406687,['r92q69'],Tempelhof-Schöneberg,Straßenaufsicht - Wildwuchs von Privatgelände,21.03.2022 - 20:14:44,Erledigt,"Äste und Zweige einer im Sturm umgefallenen Weide, die den Gehweg erheblich verengen"
3406563,['4mis68'],Tempelhof-Schöneberg,"Regeneinläufe, Gully",22.03.2022 - 10:14:40,Erledigt,"Vor Hausnr. 1

sind die Regeneinläufe verstopft "
3412494,['q3vny9'],Tempelhof-Schöneberg,Abfall - Elektroschrott,23.03.2022 - 17:57:24,Erledigt,Defekte Solarzelle
3412555,['n4i135'],Tempelhof-Schöneberg,Sondernutzung - Herausstellen von Waren und Gegenständen,23.03.2022 - 20:54:54,Erledigt,"Ständig verdreckte Gehwege, Mülltonnen im öffentlichen Straßenraum, Behinderung von Passanten, unhygienische Geschäftsausübung"
3412881,['pe4l4x'],Tempelhof-Schöneberg,Bauaufsicht - Sonstiges,24.03.2022 - 09:20:44,Erledigt,"Die Baumaßnahmen waren bereits am 17.03. 2022 abgeschlossen, das Parkverbot und Straßensperrung bis zum 18.03.2022 eingerichtet.
Die Absperrungen stehen immer noch und inzwischen haben Anwohner die Durchfahrt eigenständig geöffnet.
Wäre schön, wenn hier alles wieder abgeholt würde."
3413192,['zch0qp'],Tempelhof-Schöneberg,Rettungs und Brandschutzgefährdung,24.03.2022 - 12:09:48,Erledigt,Zustellen des Treppenhauses
3413241,['ptqgap'],Tempelhof-Schöneberg,Schrott Roller ohne Kennzeichen im Durchgang zur Schwäbischen Str.,24.03.2022 - 13:27:57,Erledigt,Roller ohne Kennzeichen 
3422085,['ju9wch'],Tempelhof-Schöneberg,Straßenverkehrsrechtliche Anordnungen - Anfrage Schwerbehindertenparkplatz,25.03.2022 - 16:35:47,Erledigt,"Bitte überprüfen Sie doch alle schwerbehinderten Parkplätze, da ständig andere Autos dort parken. Dies betrifft die gesamte Straße. 

"
3422519,['tmdl35'],Tempelhof-Schöneberg,Sondernutzung - Herausstellen von Werbetafeln,25.03.2022 - 17:59:11,Erledigt,Leider blockiert seit ein paar Tagen wieder das Schild die Hälfte des Gehweges. Ein Durchkommen mit dem Kinderwagen ist sehr umständlich. 
3422974,['rbcgld'],Tempelhof-Schöneberg,Baumschutz - Sonstiges,26.03.2022 - 13:17:40,Erledigt,"Man hat direkt bei den beiden geschützten Walnussbäumen großflächig die Bodenflächen mit Beton versiegelt. Die ehemaligen Wasserdurchlässigen Wegplatten wurden gegen eine Betonplatte ersetzt.
Es besteht die Gefahr, das die beiden Bäume, die eh schon stark dursten, werden so noch weniger Wasser bekommen und wohl sterben"
3425038,['lw9535'],Tempelhof-Schöneberg,Sondernutzung - Herausstellen von Werbetafeln,27.03.2022 - 08:50:52,Erledigt,Werbetafel Tag und Nacht vor Lokal abgestellt
3425053,['8ksmpt'],Tempelhof-Schöneberg,Straßenverkehrsrechtliche Anordnungen - Verkehrszeichen,27.03.2022 - 08:55:07,Erledigt,"Radfahrer und Fußgängerüberquerung wird regelmäßig zugeparkt und verengt, bitte prüfen sie eine Markierung we bereits 300 m weiter erfolgt. Das würde erheblich zur Verkehrssicherheit beitragen."
3425599,['c96o1'],Tempelhof-Schöneberg,Abfall - Müllablagerung,27.03.2022 - 14:42:08,Erledigt,"Ein Müllberg am Straßenrand, überwiegend Autoreifen, Einrichtungsgegenstände, Müllbeutel und Einkaufswagen. Bitte Entsorgung veranlassen."
3425663,['ksx8n5'],Tempelhof-Schöneberg,Abfall - Müllablagerung,27.03.2022 - 18:06:45,Erledigt,Müllsäcke auf Straße 
3426377,['kacmbl'],Tempelhof-Schöneberg,Abfall - Müllablagerung,28.03.2022 - 17:30:07,Erledigt,"Müllsäcke, etc "
3428536,['2cy2o1'],Tempelhof-Schöneberg,Anhänger (14 Tage),29.03.2022 - 07:28:50,Erledigt,Anhänger zu Werbezwecken seit über 2 Wochen abgestellt (von Corona TestCenter) Einfahrt Polizeistelle
3429455,['rtq22p'],Tempelhof-Schöneberg,Abfall - Müllablagerung,29.03.2022 - 17:19:35,Erledigt,"Sehr geehrte Damen und Herren, 

die Grünflächen rund  um die Hoeppnerstrasse vermüllen zusehends. 
Insbesondere durch die intensive Nutzung des Tempelhofer Felds leiden die nahe gelegenen Strassen unter einem grossen Müllproblem.

Wir, die Anwohner der Hoeppnerstrasse, möchten sie als das zuständige Ordnugsamt dringend bitten, die öffentlichen Flächen regelmässiger vom Müll zu befreien.

"
3429505,['8d9j41'],Tempelhof-Schöneberg,"Abfall - Bauabfälle, Bauschutt",29.03.2022 - 19:14:30,Erledigt,1 Müllsack weiß mit schwarzen Dachabdeckung liegen am Bürgersteig 
3431341,['pt5ds1'],Tempelhof-Schöneberg,Straßenaufsicht - Mangelnde Straßenreinigung,30.03.2022 - 10:40:33,Erledigt,Fahrbahn verschmutzt
3431359,['jww0e9'],Tempelhof-Schöneberg,"Abfall - Bauabfälle, Bauschutt",30.03.2022 - 12:44:56,Erledigt,Halterung legt auf den gehweg 
3434209,['hw5ptt'],Tempelhof-Schöneberg,Gewerbe/Gaststätten - Sonstiges,31.03.2022 - 15:03:35,Erledigt,"Die Stühle und Tische auf dem Gehweg sind zu weit rausgestellt, Fußgänger insbesondere Rollstuhlfahrer haben zu wenig Platz. Die Verbleibende Platzbreite für die Fußgänger entspricht nicht den Vorgaben."
3434404,['d435dt'],Tempelhof-Schöneberg,Sondernutzung - Schankvorgärten (Tische und Stühle),31.03.2022 - 20:56:06,Erledigt,"Die Sondernutzung des Gehwegs durch das Herausstellen der Tische und Stühle engt den Bereich für die Fußgänger unter die vorgeschriebene Mindestbreite von 1,50 Meter ein. Zumindest gegenüber dem Verkehrsschild an dem noch zusätzlich ein Fahrrad angeschlossen ist. Hier muss unbedingt Abhilfe geschaffen werden und die Mindestbreite des Fußgänger-Bereich von 1,50 Meter hergestellt werden."
3435039,"['251mo1', '9xj20x']",Tempelhof-Schöneberg,Abfall - Müllablagerung,01.04.2022 - 15:41:29,Erledigt,Müllablagerung vor Container
3440657,"['qf2sxt', '3vnev5']",Tempelhof-Schöneberg,Abfall - Müllablagerung,02.04.2022 - 13:29:16,Erledigt,Seit Monaten
3440697,['q8u22p'],Tempelhof-Schöneberg,Abfall - Sonstiges,03.04.2022 - 09:41:16,Erledigt,Einkaufswagen
3440947,['ehk9hd'],Tempelhof-Schöneberg,Abfall - Müllablagerung,03.04.2022 - 12:10:56,Erledigt,"Illegaler Container, Müll / Einkaufswagen etc"
3443077,['gc3x1d'],Tempelhof-Schöneberg,Baustellen - Sonstiges,04.04.2022 - 17:08:27,Erledigt,Fahrbahn am rechten Fahrbahnrand massiv mit Kies und Sand von der dortigen Baustelle verdreckt bzw. bedeckt!
3443261,['delpfl'],Tempelhof-Schöneberg,"Bauaufsicht - Bauruine, Grundstücksabsicherung",04.04.2022 - 22:21:09,Erledigt,"Die Plastik Abdeckung vom ehemaligen Geschäfts-Schild ist so lose, daß bei starkem Wind, wenn es abgeweht wird, Gefahr für Fußgänger besteht "
3447132,['98m6f5'],Tempelhof-Schöneberg,Müll Steinhellenweg ,06.04.2022 - 13:18:12,Erledigt,"Zwischen dem Park und dem Parkplatz der Kolonie am Fußweg Steinhellenweg liegt unheimlich viel Müll im Gebüsch. Es gibt weit und breit keinen Mülleimer. Hundebesitzer schmeißen ihre Kackbeutel massenhaft dort hin, wenn sie sie nicht gerade in die Gärten schmeißen, was auch beliebt ist. Bitte sorgen Sie dafür dass der Park und der Weg vom Müll befreit wird und endlich Mülleimer aufgestellt werden "
3448802,['ud09oh'],Tempelhof-Schöneberg,Straßenaufsicht - Mangelnde Straßenreinigung,06.04.2022 - 16:18:55,Erledigt,"Seit Monaten liegen Baumabschnitte auf dem Fußgängerweg, die sich mit Müll und Kot der Hunde sammeln. Kinder könnten sich daran verletzen und man muss immer außen vorbeilaufen "
3449081,['ax67sx'],Tempelhof-Schöneberg,Abfall - Sonstiges,06.04.2022 - 19:08:16,Erledigt,AUF 300 Meter die Strasse lang alles an Müll. Gewerbemüll / Elektroschrott u.v.m.
3449550,['es00e9'],Tempelhof-Schöneberg,"Straßenaufsicht - Verkehrszeichen (beschädigt, defekt, etc.)",07.04.2022 - 08:40:52,Erledigt,"#  Straßenaufsicht - Verkehrszeichen (beschädigt, defekt, etc.)


Störungsquelle: Kreuzungsbereich in 12157 Berlin Schöneberg - Prellerweg 45 / Einündung Sembritzikistr.

Störungsquelle:
Kreuzung Prellerweg - Sembritzkistr. / Arnulfstr.
Prellerweg 45
12157 Berlin Tempelhof-Schöneberg


Defekte Straßennamensschilder mit Ziffern - angebracht am runden Standmast


Von den hier  ursprünglich angebrachten  Straßennamensschildern  ist nichts zu sehen:
Denn diese Straßennamensschilder  sind:

- witterungsbedingt farblos geworden, ausgeblichen bzw. ausgebleicht, verdreckt, mit grünem Moos überwachsen
- übermalt, überklebt, zerkratzt uam.
- nicht mehr vollständig vorhanden

und warten endlich auf ihre  altersbedingte Erneuerung.
==========================================================
Vielen herzlichen Dank für Ihre Unterstützung sowie Ihre weitere Abklärung durch Ihre freundlichen Kolleginnen und Ihre freundlichen Kollegen im Außendienst - soweit es & wie es Ihre Ressourcen zulassen sollten.


"
3457421,['qx5v5t'],Tempelhof-Schöneberg,Wasser auf der Straße,08.04.2022 - 14:41:15,Erledigt,"Es ist ja keine neue Meldung. Sobald einigermaßen normaler Regen fällt, stehen Fußweg und Fahrbahnrand zwischen Hilbertstr. 20 bis 25 sowie abgesenkter Fahrbahnrand zwischen Hilbertstr. 21 und 23 großflächig und nicht tauchfähig unter Wasser. Da läuft auch nichts ab in Gullys wie man es eigentlich erwartet. Bitte sorgen Sie für kurzfristige Abhilfe eines alten Problems"
3457700,['917aip'],Tempelhof-Schöneberg,Abfall - Autowrack,09.04.2022 - 18:17:25,Erledigt,"Verkehrsuntüchtiges kfz abgestellt, unfallwagen, seit ca 1 Monat!
Leider passiert das bei Autohaus Renault König ständig und das Ordnungsamt guckt immer weg. Strafzettel an die Anwohner im Kiez werden aber binnen Stunden vergeben bei prekärer parksituation (sehr verschlimmert durch Renault König durch Kunden Fahrzeuge)"
3458140,['y1fp4x'],Tempelhof-Schöneberg,Abfall - Autowrack,10.04.2022 - 08:57:39,Erledigt,Der Wagen steht jetzt ca. 6 Monate hier ohne sich bewegt zu haben. Eventuell Autowrack?
3458499,"['1i9b0h', 'gzr56p']",Tempelhof-Schöneberg,Abfall - Müllablagerung,10.04.2022 - 10:36:28,Erledigt,"Zu den bereits gemeldeten Baumschnittabfällen (bisher nichts passiert) gesellt sich nun auch Hausmüll. Wäre schön, wenn sie mal was machen würden. "
3458559,['d55s01'],Tempelhof-Schöneberg,Abfall - Müllablagerung,10.04.2022 - 14:38:33,Erledigt,Auf der hinteren rechten Seite liegt viel Müll
3460585,['4hfx1d'],Tempelhof-Schöneberg,Parkraumbewirtschaftung - Sonstiges,11.04.2022 - 18:08:30,In Bearbeitung,Vor der Hausnummer 164 parkt seit 1 jahr ein Mercedes Vito mit Rumänischen Kennzeichen. Das Fahrzeug wird seit ca. 1 Jahr nicht bewegt. Bitte um prüfung
3463118,['ueluyp'],Tempelhof-Schöneberg,Parkraumbewirtschaftung - Sonstiges,12.04.2022 - 19:06:12,In Bearbeitung,Kfz Seit ca.2-3 Monaten nicht bewegt. 
3463867,['y55535'],Tempelhof-Schöneberg,Gewerbe/Gaststätten - Beschwerden,13.04.2022 - 08:40:47,Erledigt,Unsachgemäßes abstellen der Räder auf den Gehwegen 
3463866,['cx07b5'],Tempelhof-Schöneberg,"Abfall - Bauabfälle, Bauschutt",13.04.2022 - 08:58:19,Erledigt,Sandhaufen übrig nach Arbeiten der QFM
3463914,['1vycch'],Tempelhof-Schöneberg,Straßenverkehrsrechtliche Anordnungen - Verkehrszeichen,13.04.2022 - 10:14:10,Erledigt,In dieser Straße verkehren täglich Lkws .so dass ein stillstand des Straßenverkehrs zu erliegen kommt.da auf Grund des engen straßenbaubestand eine Möglichkeit des ausweichens nicht gegeben ist.desweizeren befindet sich in der Straße eine Schule.bitte prüfen sie ein LKW durchfahrverbot.aus unserer Sicht würde dies hier Sinn machen.danke gruß
3465765,['2wscg1'],Tempelhof-Schöneberg,"Straßenaufsicht - Verkehrszeichen (beschädigt, defekt, etc.)",13.04.2022 - 21:53:53,Erledigt,Zeichen 241 obwohl es gar keinen getrennten Fuß-/Radweg gibt. Einzig Zeichen 240 wäre hier korrekt. Bitte austauschen oder einen wirklichen Radweg (die bessere Lösung) zur Querung des Platzes samt Einbeziehung in die Ampelanlage markieren.
3465846,['koqpsw'],Neukölln,Verkehr,14.04.2022 - 09:37:05,In Bearbeitung,
3472088,['s94741'],Tempelhof-Schöneberg,Abfall - Autowrack,14.04.2022 - 15:54:16,Erledigt,Kfz und ohneKennzeichen vorne und hinten und kaputter Seiten scheibe
3472093,['uas7b5'],Tempelhof-Schöneberg,Straßenaufsicht - Sonstiges,14.04.2022 - 17:08:28,Erledigt,"Seit der Öffnung des Lieferdienstes Flink am Mariendorfer Damm sind die Gehwege für Fußgänger in Marienfelde, Mariendorf und Lichtenrade gefährlicher geworden. Die Lieferanten rasen mit ihren E-Bikes auf den Gehweg in falscher Richtung oder Missachten die Ampelzeichen. Bitte um mehr Kontrollen. "
3472100,['yj40e9'],Tempelhof-Schöneberg,"Abfall - Bauabfälle, Bauschutt",14.04.2022 - 19:14:55,Erledigt,"Die Baumscheibe ist vollständig mit Bauabfällen und teilweise Unrat bedeckt, so dass kein Regen mehr in die Baumscheibe eindringen kann. Maße: ca. 6 m Länge, 2 m Tiefe und 1 m Höhe. Der Bauschutt lagert dort schon mindestens 4 Wochen und soll angeblich schon gemeldet worden sein."
3472125,['xk5fk1'],Tempelhof-Schöneberg,Straßenverkehrsrechtliche Anordnungen - Sonstiges,14.04.2022 - 21:10:19,Erledigt,"Hänger steht seit vielen Monaten ungesichert, verkehrt rum und schief vor der Haustür der Landsberger Str.13 "
3472165,['pef4e9'],Tempelhof-Schöneberg,Abfall - Autowrack,15.04.2022 - 09:34:22,Erledigt,Maserati ohne Kennzeichen 
3475191,"['nv296p', '86htkx']",Neukölln,Abfall - Sonstiges,16.04.2022 - 17:48:47,In Bearbeitung,"Diese Mülltonne steht seit über 3 Wochen an dieser Stelle und wird nicht geleert. Nun ist die Tonne übervoll und der Unrat verbreitet sich im laufe desTages immer wieder über den Gehweg. Vom Friedhof sieht man nachts auch immer wieder Ratten zur Tonne huschen. Es wäre schön wenn die Tonne schnellstens entsorgt wird.
MfG"
