item_category,item_condition,item_available_timer,distance,n_views,n_likes,item_id
furniture,1,50,27366,1233,61,3016
clothes,1,1,21308,372,44,3017
kitchen_utensils,3,6,15107,1958,195,3018
furniture,4,26,1002,1547,278,3019
other,3,85,5074,218,34,3020
furniture,3,23,22634,145,10,3021
kids,3,59,3230,157,1,3022
kitchen_utensils,2,57,16676,1388,0,3023
kitchen_utensils,1,99,10943,1337,120,3024
other,1,13,13424,470,9,3025
kids,3,32,19859,152,28,3026
other,2,61,26920,1980,158,3027
kids,4,16,20841,93,15,3028
clothes,2,46,15207,681,115,3029
kids,3,17,235,1403,210,3030
kids,2,64,23804,556,55,3031
clothes,2,62,26593,1592,95,3032
other,4,58,6509,539,64,3033
furniture,1,15,8720,1035,144,3034
clothes,2,83,12272,495,89,3035
kitchen_utensils,2,1,27576,1311,131,3036
other,1,57,24218,1202,156,3037
clothes,4,26,21461,923,9,3038
kids,1,81,25409,1830,36,3039
kitchen_utensils,2,77,13883,1080,129,3040
other,3,49,14526,1544,61,3041
furniture,4,18,19885,669,60,3042
furniture,1,65,2982,160,14,3043
other,3,64,21129,1063,21,3044
clothes,2,16,13965,54,5,3045
kids,1,55,21959,423,46,3046
kids,1,51,7463,850,42,3047
furniture,2,12,9567,777,69,3048
clothes,1,90,26287,719,35,3049
kitchen_utensils,3,75,31033,546,92,3050
kids,3,78,5580,217,39,3051
kitchen_utensils,2,46,12061,704,49,3052
clothes,2,96,25198,1525,198,3053
other,1,51,8157,1273,38,3054
kitchen_utensils,4,22,9680,1456,189,3055
clothes,4,85,11074,319,51,3056
kids,4,14,3439,71,10,3057
kitchen_utensils,2,44,1056,1225,208,3058
kitchen_utensils,4,73,29795,1672,0,3059
kitchen_utensils,2,77,29905,1744,156,3060
clothes,3,33,4225,1741,17,3061
kitchen_utensils,3,32,7830,254,15,3062
furniture,2,90,19893,1986,238,3063
kitchen_utensils,1,96,472,47,1,3064
other,1,31,30869,1274,114,3065
kitchen_utensils,1,2,6972,953,76,3066
other,3,41,14103,1411,239,3067
furniture,3,76,26815,417,33,3068
kitchen_utensils,1,6,13666,202,24,3069
kids,1,23,6953,1541,15,3070
other,4,69,26377,1628,179,3071
kids,4,0,13822,275,46,3072
kitchen_utensils,1,88,2872,1076,10,3073
clothes,1,21,8963,428,81,3074
furniture,1,53,24338,1815,0,3075
clothes,3,27,3437,833,33,3076
kids,3,39,21841,494,34,3077
kids,2,93,28104,797,63,3078
kids,2,75,15838,1343,228,3079
kids,3,13,28550,1357,135,3080
other,2,79,30535,1869,355,3081
kids,2,35,1152,1470,279,3082
kitchen_utensils,2,82,2975,1679,83,3083
other,3,91,9651,52,7,3084
kids,4,20,1326,1851,37,3085
kids,3,2,25335,346,24,3086
clothes,4,26,16966,320,54,3087
furniture,3,47,31117,1081,10,3088
other,3,7,19434,431,34,3089
furniture,4,15,27834,1294,245,3090
kids,1,24,9837,936,0,3091
furniture,4,42,20931,568,62,3092
kids,2,9,18435,71,5,3093
clothes,2,48,14895,1084,10,3094
kids,2,80,19724,207,31,3095
kids,1,95,3002,1693,101,3096
other,3,17,10392,622,105,3097
clothes,1,12,5027,1284,218,3098
furniture,1,92,10227,614,67,3099
clothes,4,90,7299,1537,292,3100
kids,3,79,18563,78,8,3101
furniture,1,40,8240,776,100,3102
other,2,62,30172,49,2,3103
other,2,99,20644,781,140,3104
kids,1,98,24215,142,1,3105
kids,4,0,12580,1434,43,3106
other,1,69,26722,1075,204,3107
furniture,2,0,30179,1119,134,3108
kitchen_utensils,1,54,10816,1347,255,3109
other,3,27,1818,1327,212,3110
clothes,4,45,7169,371,3,3111
other,1,12,27798,1684,269,3112
clothes,4,45,9340,1248,124,3113
furniture,1,31,7874,1948,175,3114
kids,4,42,31940,1769,159,3115
furniture,2,68,552,1726,34,3116
furniture,2,49,18054,1220,0,3117
furniture,1,91,4038,126,2,3118
kitchen_utensils,1,71,27516,1499,254,3119
clothes,4,58,22080,671,73,3120
furniture,4,74,24369,1449,86,3121
kids,2,20,2541,1937,329,3122
kids,1,18,9778,799,7,3123
kids,1,70,11637,1644,115,3124
kids,2,63,14121,755,90,3125
other,3,62,26198,1344,134,3126
furniture,4,90,25939,1439,28,3127
other,2,11,1450,1115,111,3128
other,2,69,28061,1039,166,3129
kitchen_utensils,2,15,26469,422,54,3130
other,2,66,20929,381,3,3131
other,2,13,24804,1516,30,3132
other,4,44,29148,1361,244,3133
kids,4,66,2863,777,46,3134
furniture,3,84,30533,1041,114,3135
clothes,2,65,13864,1495,224,3136
kids,4,17,31988,1363,0,3137
kitchen_utensils,3,21,31577,1800,216,3138
furniture,1,80,35,667,60,3139
other,1,86,5373,711,71,3140
clothes,2,95,1175,1288,180,3141
other,1,47,26966,1664,99,3142
clothes,4,30,29959,1610,241,3143
furniture,1,31,8452,511,97,3144
clothes,2,58,4534,720,79,3145
clothes,3,30,17847,1160,127,3146
other,3,91,3610,903,0,3147
furniture,2,55,12178,1840,331,3148
furniture,2,75,12136,15,1,3149
furniture,1,89,1558,330,36,3150
kitchen_utensils,1,27,31838,1610,48,3151
other,4,43,22165,180,1,3152
other,2,53,23371,1891,56,3153
other,4,14,4183,844,135,3154
kids,2,70,30418,1928,289,3155
kids,4,97,27864,407,16,3156
other,3,69,13579,700,84,3157
kitchen_utensils,1,32,10795,1447,202,3158
other,3,92,28603,1411,0,3159
kids,1,39,20619,1587,0,3160
kids,1,65,22416,652,104,3161
furniture,1,66,14338,1657,198,3162
furniture,2,59,11124,1002,10,3163
other,1,47,29217,49,3,3164
clothes,2,13,13273,443,22,3165
kids,4,27,27519,1590,143,3166
kids,4,63,14982,1638,278,3167
other,2,55,17604,1094,109,3168
other,3,45,26099,871,113,3169
other,2,83,18263,400,72,3170
other,1,49,5288,1412,183,3171
kitchen_utensils,1,13,16771,1344,13,3172
clothes,3,6,15153,291,34,3173
clothes,1,87,26445,1209,229,3174
clothes,4,91,13688,1599,255,3175
kids,3,76,25035,1798,305,3176
kitchen_utensils,3,69,9027,972,9,3177
furniture,2,68,8674,732,117,3178
furniture,2,27,14595,842,50,3179
kids,2,9,19461,819,24,3180
clothes,2,66,2556,844,8,3181
furniture,1,39,16807,1189,107,3182
furniture,4,77,9599,1918,210,3183
kids,3,97,10324,120,7,3184
kitchen_utensils,4,13,21540,1499,284,3185
clothes,3,7,26467,1842,184,3186
kitchen_utensils,3,84,29206,577,98,3187
furniture,3,32,3346,1537,122,3188
kids,2,58,10237,1443,28,3189
kitchen_utensils,3,62,28329,1599,239,3190
other,1,63,23756,206,32,3191
furniture,1,74,2419,1786,303,3192
furniture,4,36,8256,87,5,3193
kids,4,82,13160,862,129,3194
clothes,4,26,18264,633,113,3195
furniture,1,68,14090,1536,15,3196
kitchen_utensils,1,22,25284,636,0,3197
furniture,2,17,9042,1241,0,3198
clothes,1,37,19314,511,35,3199
kitchen_utensils,1,32,26991,124,3,3200
furniture,4,48,30843,1249,212,3201
kids,4,87,27241,1197,227,3202
kids,1,45,16254,464,55,3203
other,4,32,8904,1446,28,3204
kitchen_utensils,2,28,8881,933,158,3205
furniture,1,93,30192,1507,30,3206
kitchen_utensils,2,0,12647,1460,248,3207
furniture,4,69,26612,1671,233,3208
kitchen_utensils,1,69,20302,95,13,3209
kids,1,99,29991,1192,131,3210
other,1,39,15515,1613,80,3211
other,2,23,1826,45,7,3212
furniture,1,96,26326,1429,57,3213
other,3,85,11220,1368,41,3214
clothes,3,89,31554,489,34,3215
kitchen_utensils,4,19,21685,1727,0,3216
kitchen_utensils,1,90,8443,826,148,3217
kids,2,29,29131,1929,38,3218
kitchen_utensils,3,1,13186,1633,228,3219
kids,4,59,28751,835,50,3220
other,1,19,12580,1286,102,3221
kitchen_utensils,2,63,29359,759,121,3222
kids,1,14,27452,896,80,3223
clothes,4,93,7885,957,86,3224
clothes,2,81,15583,813,40,3225
other,2,14,5001,338,47,3226
kids,3,15,22175,1528,45,3227
clothes,1,39,23419,1327,92,3228
furniture,3,73,24033,1086,130,3229
furniture,1,95,3228,633,18,3230
kids,2,39,10494,618,18,3231
other,3,14,215,692,55,3232
clothes,3,32,16390,736,132,3233
clothes,1,90,30102,1578,284,3234
furniture,3,5,19465,1466,131,3235
clothes,2,32,7510,1407,267,3236
other,4,84,13473,718,50,3237
other,3,75,18409,240,14,3238
clothes,1,88,30413,1383,248,3239
furniture,2,59,1015,265,21,3240
kids,4,64,31739,1169,128,3241
clothes,3,67,21461,1577,252,3242
other,2,58,21375,622,74,3243
kids,3,5,18746,1486,0,3244
other,1,19,29840,1698,118,3245
other,1,57,30349,297,23,3246
clothes,1,11,17329,81,9,3247
furniture,2,36,14278,4,0,3248
clothes,3,92,5685,529,58,3249
kids,3,39,27847,918,165,3250
furniture,2,18,14310,1042,177,3251
kids,1,96,31566,1519,273,3252
kitchen_utensils,3,33,19048,1603,160,3253
kids,4,45,14789,864,95,3254
furniture,4,88,22784,538,80,3255
furniture,3,49,20914,394,59,3256
clothes,4,32,14084,1939,19,3257
clothes,3,9,193,1325,13,3258
kids,1,91,22390,388,58,3259
furniture,1,35,1520,513,71,3260
furniture,3,79,5089,1938,96,3261
kids,1,76,9656,1482,237,3262
clothes,4,20,258,944,66,3263
furniture,2,94,23312,545,103,3264
furniture,2,57,27213,1218,219,3265
clothes,1,34,15505,12,0,3266
clothes,3,96,14565,1051,63,3267
furniture,4,27,11330,1635,196,3268
kids,1,59,2339,618,105,3269
kids,4,11,27660,114,13,3270
other,2,47,28080,489,48,3271
kitchen_utensils,2,46,22871,694,6,3272
kitchen_utensils,1,98,9296,37,0,3273
other,4,13,17609,1352,13,3274
clothes,2,54,23975,1575,31,3275
kids,4,52,25407,246,39,3276
other,3,11,8402,1203,228,3277
furniture,2,13,7851,757,0,3278
clothes,3,27,2551,77,8,3279
clothes,3,98,13060,1366,40,3280
kids,1,46,24758,777,69,3281
furniture,2,36,30006,47,2,3282
clothes,3,21,1563,781,23,3283
clothes,4,65,21382,1591,111,3284
furniture,2,70,23887,234,18,3285
other,3,23,20410,1429,157,3286
kids,4,97,8018,26,1,3287
kids,1,9,28801,68,6,3288
kitchen_utensils,4,22,5504,107,20,3289
kids,1,52,4270,940,159,3290
kitchen_utensils,3,34,14949,1213,72,3291
other,2,71,6151,1727,120,3292
other,4,57,6911,509,76,3293
clothes,4,14,25407,1141,125,3294
furniture,4,48,23556,1946,291,3295
kitchen_utensils,4,36,17624,1965,373,3296
clothes,3,47,21810,1643,32,3297
kitchen_utensils,2,1,17896,1153,103,3298
clothes,2,71,30370,1281,166,3299
kids,3,45,18297,983,98,3300
clothes,2,36,13368,381,30,3301
furniture,3,79,2682,891,35,3302
kids,3,19,14494,1593,191,3303
furniture,1,35,29770,371,37,3304
other,4,95,13156,1553,217,3305
kids,1,24,23893,1856,204,3306
kids,3,49,1983,1217,133,3307
other,3,16,11475,624,68,3308
other,4,54,7111,427,0,3309
clothes,3,67,19388,1552,217,3310
kids,4,23,16493,796,15,3311
other,4,65,4069,1036,165,3312
kitchen_utensils,4,59,11188,50,8,3313
kids,1,17,26761,1931,270,3314
clothes,1,29,10005,530,42,3315
kitchen_utensils,1,5,16520,753,22,3316
clothes,1,29,10115,138,0,3317
kids,3,41,22997,92,11,3318
furniture,2,10,18192,1354,189,3319
clothes,1,55,20151,1064,31,3320
kitchen_utensils,1,45,15112,863,103,3321
clothes,1,48,29086,273,8,3322
other,2,96,14939,972,116,3323
kids,1,79,7352,1024,71,3324
kitchen_utensils,3,70,26316,1220,219,3325
kids,1,24,26194,522,26,3326
clothes,4,75,25272,1502,270,3327
other,2,0,9508,1632,244,3328
other,2,83,21106,7,1,3329
clothes,1,47,17848,52,7,3330
other,1,51,22560,1811,54,3331
other,4,16,14538,642,109,3332
kitchen_utensils,4,57,10393,213,14,3333
other,3,37,4913,1736,295,3334
furniture,4,73,12666,1931,57,3335
other,2,44,13352,156,0,3336
kids,4,46,27752,226,4,3337
clothes,1,28,20936,1240,62,3338
kids,1,36,15032,1455,189,3339
kitchen_utensils,2,12,21439,1647,181,3340
clothes,1,6,10859,1743,52,3341
kids,1,81,13570,1174,117,3342
other,2,53,13350,1612,257,3343
clothes,2,62,21007,1277,127,3344
furniture,4,52,8491,965,183,3345
kids,4,10,11669,101,4,3346
kitchen_utensils,4,75,30087,747,67,3347
clothes,2,16,3414,831,0,3348
furniture,2,97,8671,409,69,3349
furniture,1,67,16546,1025,164,3350
kitchen_utensils,3,73,15607,1649,131,3351
furniture,3,32,1196,1289,141,3352
clothes,2,19,9128,1101,99,3353
clothes,2,52,11048,1217,219,3354
kids,4,66,22878,1890,18,3355
kitchen_utensils,2,68,29650,581,46,3356
kids,3,48,4010,569,68,3357
kitchen_utensils,2,84,25149,11,1,3358
other,2,56,18213,1363,149,3359
clothes,2,51,25458,1964,39,3360
kitchen_utensils,1,20,17459,1275,0,3361
kids,3,42,18785,655,91,3362
kitchen_utensils,3,41,10744,93,1,3363
kids,4,78,24504,1349,202,3364
other,3,67,5861,848,16,3365
kitchen_utensils,2,73,6623,523,67,3366
clothes,2,74,4348,724,79,3367
kids,2,44,22701,1466,190,3368
other,3,60,13486,993,29,3369
kids,2,23,6052,615,0,3370
clothes,4,71,9264,896,89,3371
other,2,15,306,1398,111,3372
other,4,8,11623,1639,180,3373
kids,3,65,5988,403,44,3374
clothes,4,59,23724,1835,348,3375
furniture,3,66,52,1486,89,3376
furniture,2,53,31063,44,8,3377
kids,2,73,12097,1631,309,3378
kids,4,67,3407,1037,51,3379
other,1,69,14827,377,64,3380
kids,3,94,14279,1592,175,3381
clothes,2,85,20660,1181,129,3382
clothes,2,26,22097,815,24,3383
clothes,1,51,14264,1536,261,3384
kids,3,64,13136,1393,195,3385
furniture,1,72,28086,1289,116,3386
kids,1,31,22820,1857,185,3387
furniture,2,46,29054,1411,28,3388
furniture,3,7,11279,721,79,3389
clothes,4,32,15789,1101,176,3390
other,3,46,2745,80,10,3391
clothes,1,86,28024,692,27,3392
other,2,18,16358,156,14,3393
kids,3,7,1300,1289,193,3394
kids,3,71,17941,1769,229,3395
other,1,69,3398,1924,76,3396
kids,2,72,988,940,169,3397
other,2,57,31447,1807,289,3398
kitchen_utensils,4,43,17709,371,63,3399
kitchen_utensils,4,7,28850,185,0,3400
furniture,3,35,12753,1842,313,3401
furniture,3,5,21648,978,146,3402
furniture,2,96,24867,1033,113,3403
kitchen_utensils,1,74,6289,1017,81,3404
furniture,4,37,30045,481,86,3405
kitchen_utensils,2,99,10892,1202,156,3406
other,1,28,10651,492,24,3407
furniture,2,91,24931,1468,190,3408
clothes,4,18,9888,1120,44,3409
clothes,1,90,9827,1406,210,3410
other,4,11,1956,151,27,3411
clothes,1,4,24016,945,0,3412
furniture,2,86,6122,1114,55,3413
kitchen_utensils,3,52,30473,885,88,3414
clothes,1,13,2348,793,63,3415
furniture,1,85,29619,538,64,3416
furniture,3,62,5619,53,3,3417
clothes,2,26,5838,666,26,3418
other,3,45,22519,261,10,3419
furniture,3,57,10854,543,16,3420
kitchen_utensils,2,66,3237,244,19,3421
other,4,29,2646,503,65,3422
other,2,19,18243,211,33,3423
kitchen_utensils,3,52,16032,688,123,3424
other,4,78,19458,790,110,3425
kids,3,71,20818,545,54,3426
clothes,1,11,19429,857,51,3427
kids,1,84,9632,213,6,3428
furniture,3,82,21625,1060,159,3429
clothes,2,62,1492,1011,70,3430
other,4,87,3052,1861,167,3431
kitchen_utensils,2,58,7720,1578,220,3432
clothes,3,74,13654,1461,248,3433
kitchen_utensils,4,31,27265,968,38,3434
other,4,29,2964,1774,35,3435
furniture,4,89,29792,1770,0,3436
kids,2,98,22577,1954,312,3437
kids,4,47,25653,599,41,3438
clothes,4,85,15947,228,27,3439
other,4,20,15366,302,45,3440
kids,4,39,16088,1029,61,3441
kids,1,13,23710,313,25,3442
furniture,3,77,15230,1819,127,3443
kitchen_utensils,1,76,27886,944,103,3444
furniture,2,17,31233,1994,0,3445
kitchen_utensils,2,0,11192,1322,66,3446
kids,2,44,26082,1077,10,3447
clothes,1,39,2662,1614,0,3448
kitchen_utensils,1,64,1465,1926,211,3449
clothes,1,42,23380,57,1,3450
kids,3,10,26729,1382,69,3451
clothes,2,25,3980,290,49,3452
clothes,3,14,3973,1360,258,3453
furniture,2,26,27681,743,81,3454
furniture,3,52,5971,1533,45,3455
furniture,3,89,22040,1512,75,3456
other,2,29,4041,539,48,3457
kids,2,37,26135,769,146,3458
kids,1,76,23352,1776,266,3459
furniture,1,4,17247,1411,126,3460
clothes,1,18,1263,1381,41,3461
other,1,67,1170,1529,290,3462
kids,1,24,15,1107,110,3463
clothes,1,89,16611,267,2,3464
other,1,37,17897,1709,17,3465
kitchen_utensils,4,47,23004,55,9,3466
kitchen_utensils,3,2,31201,662,33,3467
clothes,2,36,9282,114,4,3468
clothes,3,17,13857,427,46,3469
clothes,4,36,13278,1189,59,3470
clothes,4,0,8646,945,170,3471
kids,1,34,23197,413,45,3472
kitchen_utensils,2,85,28714,802,128,3473
kitchen_utensils,1,35,2320,407,36,3474
furniture,1,6,2710,583,58,3475
clothes,3,6,23379,677,33,3476
clothes,2,94,28897,1892,227,3477
kids,2,96,25302,511,0,3478
kitchen_utensils,1,94,11120,1832,109,3479
other,2,91,31556,471,89,3480
other,1,69,21674,1239,111,3481
clothes,2,71,7430,839,151,3482
other,4,95,15489,1759,105,3483
furniture,1,92,12053,1213,206,3484
furniture,1,70,25208,591,41,3485
kitchen_utensils,2,1,21739,1583,174,3486
clothes,3,83,1421,1268,76,3487
clothes,3,25,164,874,87,3488
kids,2,56,7235,1264,164,3489
furniture,1,84,16917,113,5,3490
clothes,1,8,3992,240,12,3491
kids,2,26,2586,1247,37,3492
kitchen_utensils,1,52,18595,1177,70,3493
kids,1,98,10990,1877,319,3494
other,2,49,21316,485,33,3495
kids,1,77,21905,238,23,3496
clothes,1,67,18828,43,5,3497
kitchen_utensils,1,84,25022,1389,166,3498
kids,2,21,5135,442,70,3499
furniture,2,26,387,1918,76,3500
clothes,4,9,22321,382,22,3501
other,1,86,17021,1599,191,3502
kids,2,73,7986,332,16,3503
clothes,3,5,13036,781,78,3504
other,1,44,11017,437,4,3505
other,4,24,30552,409,32,3506
clothes,1,24,16575,1042,156,3507
kids,3,79,490,1676,83,3508
furniture,4,21,1944,1429,157,3509
kids,4,62,21317,1273,0,3510
clothes,4,39,10653,163,16,3511
furniture,4,52,26758,762,144,3512
furniture,3,18,430,1996,239,3513
clothes,4,28,25134,466,4,3514
clothes,2,45,9861,1648,115,3515
clothes,2,26,26570,1137,56,3516
kids,3,66,26907,292,11,3517
kids,2,18,20864,1649,131,3518
clothes,1,89,4695,1245,87,3519
other,1,36,14346,79,1,3520
other,3,39,22076,1255,225,3521
kitchen_utensils,4,39,26876,705,84,3522
kitchen_utensils,1,21,23180,537,21,3523
clothes,4,60,30541,1417,212,3524
clothes,2,27,10041,1760,140,3525
other,2,76,22470,604,84,3526
clothes,3,13,22868,1968,334,3527
kids,3,99,25396,412,32,3528
kitchen_utensils,3,14,10538,1168,70,3529
clothes,3,87,17139,613,18,3530
kitchen_utensils,2,20,25214,1994,159,3531
other,3,78,8535,1548,216,3532
other,1,53,25844,463,23,3533
furniture,3,95,8212,1867,242,3534
furniture,1,55,20550,1662,83,3535
kitchen_utensils,2,97,19578,98,1,3536
kitchen_utensils,1,50,22513,1563,203,3537
kids,2,22,30268,1526,259,3538
clothes,3,52,25984,990,148,3539
furniture,1,36,27175,1854,74,3540
clothes,3,10,9940,49,4,3541
furniture,3,55,22095,608,30,3542
other,4,42,15490,1580,252,3543
kitchen_utensils,4,82,15436,1640,229,3544
kitchen_utensils,3,21,15533,396,0,3545
kitchen_utensils,4,89,26071,1721,51,3546
clothes,4,59,5813,1425,270,3547
kitchen_utensils,1,94,23680,1955,293,3548
other,2,73,25336,1434,86,3549
kitchen_utensils,1,90,17091,342,6,3550
clothes,2,63,23475,1015,142,3551
kids,2,64,6705,60,9,3552
kids,2,76,15760,1140,0,3553
clothes,1,13,17823,1858,92,3554
kitchen_utensils,1,8,24246,1782,89,3555
kids,3,1,23909,1192,214,3556
furniture,2,37,17582,451,36,3557
furniture,3,91,15659,981,98,3558
furniture,3,39,2009,1087,43,3559
clothes,1,66,10621,1685,320,3560
kids,2,21,7329,514,15,3561
clothes,4,24,15719,1483,14,3562
kitchen_utensils,4,4,11599,1331,239,3563
furniture,1,66,20237,408,20,3564
kids,3,80,14624,126,5,3565
kids,3,7,22204,1546,123,3566
other,4,99,13298,1506,0,3567
other,4,2,9244,1751,17,3568
other,4,22,9162,847,8,3569
furniture,1,94,9748,1099,32,3570
kids,2,98,26907,1315,78,3571
other,4,43,18962,308,3,3572
clothes,2,98,31250,1522,0,3573
kids,4,26,30101,1021,102,3574
furniture,2,33,5611,1659,132,3575
other,2,49,5883,1777,124,3576
kitchen_utensils,2,84,1569,84,14,3577
other,2,43,2694,720,36,3578
clothes,2,74,6946,1642,147,3579
furniture,1,29,3916,245,39,3580
clothes,4,4,11003,403,20,3581
kids,4,91,12010,593,65,3582
furniture,4,25,19441,1661,83,3583
furniture,4,46,10909,1984,59,3584
other,4,76,22343,1146,217,3585
furniture,2,98,25568,1259,25,3586
kitchen_utensils,1,92,18343,91,0,3587
kids,3,70,5263,1934,38,3588
kitchen_utensils,1,50,30062,293,14,3589
kids,1,44,14714,761,106,3590
kids,3,40,29251,1991,99,3591
furniture,2,63,12323,871,121,3592
kids,3,57,20328,1838,294,3593
kitchen_utensils,4,61,27368,1837,312,3594
other,3,33,642,400,60,3595
furniture,2,73,4924,1927,134,3596
kitchen_utensils,4,29,13498,491,49,3597
furniture,3,68,9649,838,25,3598
other,1,74,21119,43,3,3599
kids,3,78,24953,1869,261,3600
kitchen_utensils,1,21,13471,1078,0,3601
kitchen_utensils,4,46,4691,681,13,3602
clothes,4,50,1642,242,26,3603
clothes,1,10,22207,1435,100,3604
kids,2,99,3872,200,16,3605
furniture,3,21,11223,1497,224,3606
kitchen_utensils,2,81,9319,1861,353,3607
furniture,3,90,8231,548,87,3608
other,4,62,19682,1093,54,3609
furniture,3,76,17658,1439,143,3610
clothes,2,44,15130,1166,0,3611
other,4,9,19913,740,96,3612
clothes,1,9,31147,863,112,3613
other,3,52,23488,1456,232,3614
other,2,77,22151,185,22,3615
kitchen_utensils,1,70,20955,896,17,3616
clothes,1,44,16543,631,6,3617
clothes,4,20,20422,580,110,3618
kids,2,59,13484,746,96,3619
kitchen_utensils,2,7,21725,723,28,3620
other,1,42,17661,168,3,3621
kitchen_utensils,1,74,10589,1948,77,3622
furniture,2,89,8894,1632,0,3623
kids,1,1,30231,1139,34,3624
kitchen_utensils,4,79,24653,75,9,3625
kids,3,22,20579,892,124,3626
furniture,3,64,29842,971,116,3627
furniture,3,64,3255,1695,322,3628
kids,2,86,8638,1929,366,3629
other,2,74,17436,1950,331,3630
furniture,4,84,12610,1489,89,3631
kitchen_utensils,1,36,15273,1588,111,3632
kids,2,70,30423,359,14,3633
kitchen_utensils,3,89,24970,573,68,3634
kids,4,4,17876,1363,190,3635
other,4,66,16662,1747,209,3636
other,3,57,25606,422,8,3637
kitchen_utensils,3,26,21817,719,57,3638
furniture,4,28,12866,707,84,3639
kids,1,27,21797,910,100,3640
furniture,2,33,3849,180,5,3641
kitchen_utensils,2,8,13786,1247,0,3642
furniture,1,35,16270,664,112,3643
kids,3,59,28906,1622,243,3644
furniture,2,38,9637,1736,208,3645
other,4,48,16217,1887,320,3646
other,4,66,810,404,48,3647
furniture,3,52,19852,72,12,3648
kitchen_utensils,2,70,30166,1452,72,3649
kids,2,20,5172,886,159,3650
clothes,3,76,13847,450,76,3651
furniture,3,71,13918,685,61,3652
clothes,1,3,17313,1683,50,3653
other,1,78,12936,554,66,3654
kids,4,55,10063,1656,16,3655
other,2,74,29949,1979,257,3656
clothes,3,6,17067,1565,62,3657
furniture,1,29,2424,575,97,3658
other,2,51,25862,339,6,3659
kitchen_utensils,3,67,10428,1724,224,3660
furniture,2,2,17040,1398,125,3661
kids,1,20,8520,920,165,3662
kids,3,87,13918,1663,315,3663
kitchen_utensils,1,48,15069,1373,96,3664
kitchen_utensils,4,40,13852,420,0,3665
other,2,43,14149,1036,51,3666
other,3,55,13276,1515,242,3667
clothes,2,58,31139,1465,117,3668
other,4,54,11579,1035,103,3669
kitchen_utensils,3,15,5237,908,163,3670
kids,2,6,224,870,69,3671
clothes,1,2,27288,60,6,3672
furniture,1,79,15267,1974,19,3673
kitchen_utensils,2,42,28729,524,78,3674
kids,4,14,28496,590,112,3675
kids,1,72,30332,1874,299,3676
kids,3,87,8090,561,89,3677
other,4,69,22068,306,12,3678
other,3,46,23200,154,4,3679
clothes,2,30,6026,642,38,3680
furniture,2,9,8145,555,105,3681
kitchen_utensils,2,16,13124,942,75,3682
clothes,4,93,6226,924,18,3683
furniture,2,70,12672,669,113,3684
clothes,1,90,7669,240,16,3685
furniture,4,97,1541,1078,64,3686
clothes,4,25,29261,1629,309,3687
clothes,2,42,6957,871,87,3688
kids,4,79,2677,1324,26,3689
kids,1,89,9103,381,7,3690
kids,3,56,23740,339,50,3691
kids,3,27,17565,1511,166,3692
kids,3,90,25108,515,87,3693
kitchen_utensils,1,48,26782,476,57,3694
other,2,94,13506,1129,67,3695
other,4,92,5251,240,16,3696
other,4,34,26997,466,79,3697
kitchen_utensils,4,2,28249,1870,243,3698
clothes,3,68,25974,538,53,3699
clothes,2,26,6085,1652,297,3700
kitchen_utensils,4,42,11707,507,81,3701
other,4,98,5440,660,26,3702
kitchen_utensils,3,2,19506,703,91,3703
kitchen_utensils,4,21,12629,943,141,3704
kids,2,69,12341,709,14,3705
kitchen_utensils,1,33,15888,935,168,3706
other,3,25,1535,248,2,3707
kids,1,99,8992,1167,81,3708
kitchen_utensils,2,76,18977,1873,280,3709
other,2,32,29853,1105,44,3710
kitchen_utensils,3,44,6629,1465,190,3711
other,4,14,27683,273,2,3712
clothes,3,32,26263,1623,32,3713
kids,1,14,7183,1229,98,3714
kids,1,60,27193,302,24,3715
kitchen_utensils,4,84,20668,1651,280,3716
kids,4,95,23489,1961,313,3717
kids,1,18,3193,779,132,3718
other,2,37,28412,120,12,3719
kids,1,3,11751,462,46,3720
other,2,8,16676,1164,221,3721
kitchen_utensils,1,96,7776,1442,216,3722
clothes,1,44,24314,1315,197,3723
kids,4,77,31336,825,107,3724
kitchen_utensils,4,84,26353,209,0,3725
kitchen_utensils,1,87,26903,243,34,3726
kids,2,91,14171,1206,156,3727
kids,1,18,26294,1572,282,3728
clothes,3,69,8245,1609,176,3729
furniture,2,8,19490,626,112,3730
kids,3,89,26166,1406,140,3731
clothes,3,90,24513,1671,284,3732
furniture,1,62,19649,1601,224,3733
kids,3,29,24290,979,9,3734
kitchen_utensils,4,42,8534,1876,300,3735
other,1,33,25492,725,0,3736
clothes,1,82,4917,1514,75,3737
kids,3,87,7171,1802,342,3738
other,4,78,7966,663,112,3739
clothes,4,23,20395,1772,177,3740
other,1,23,15224,1105,143,3741
kids,2,40,13956,1502,120,3742
kids,4,57,27728,624,118,3743
furniture,3,48,3131,1461,131,3744
kids,2,31,4226,676,101,3745
other,1,67,25301,772,0,3746
kids,2,17,174,45,3,3747
clothes,3,50,26228,1473,250,3748
furniture,3,42,16722,1575,78,3749
kids,1,21,134,1520,152,3750
clothes,1,94,27799,635,120,3751
kids,2,18,8648,934,56,3752
furniture,4,7,12117,1896,303,3753
furniture,1,37,15036,1147,126,3754
other,2,5,4196,1866,279,3755
clothes,4,32,7474,1450,159,3756
other,3,14,23910,1533,214,3757
furniture,1,61,21433,285,34,3758
furniture,2,59,26588,406,40,3759
other,3,43,14209,1614,32,3760
furniture,2,35,24911,1466,73,3761
furniture,2,82,28603,84,11,3762
