item_name-item_category,item_condition,item_postcode,item_status,user_lat_lng,userwhochangeditemstatus_id,item_datetime_posted,item_datetimechangeditemstatus,item_id
appliance-blender,medium_conditionbad_condition,10369,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060ee00>],690,2023-02-20,2023-02-23,760
appliance-clothes_iron,medium_conditionbad_condition,12161,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060f070>],840,2023-02-23,2023-02-25,761
furniture-sofa,good_condition,13403,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060ef50>],642,2023-02-21,2023-02-24,762
musical_equipment-guitar,medium_conditionbad_condition,10789,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060f130>],293,2023-02-21,2023-02-25,763
furniture-bedside_table,good_condition,13359,not_available,[<shapely.geometry.point.Point object at 0x7fb73060f010>],981,2023-02-23,2023-02-24,764
musical_equipment-battery,good_condition,12355,not_available,[<shapely.geometry.point.Point object at 0x7fb73060f1f0>],48,2023-02-25,2023-02-26,765
appliance-clothes_iron,good_condition,12559,not_available,[<shapely.geometry.point.Point object at 0x7fb73060f250>],893,2023-02-23,2023-02-26,766
miscelaneaous-books,good_condition,13597,not_available,[<shapely.geometry.point.Point object at 0x7fb73060f2b0>],339,2023-02-20,2023-02-26,767
miscelaneaous-picture_frame,good_condition,10553,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060f310>],205,2023-02-19,2023-02-20,768
musical_equipment-sound_amplifier,medium_conditionbad_condition,12526,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060f3a0>],955,2023-02-20,2023-02-23,769
lighting-chandelier,medium_conditionbad_condition,14197,not_available,[<shapely.geometry.point.Point object at 0x7fb73060cd00>],232,2023-02-22,2023-02-24,770
furniture-bed,medium_conditionbad_condition,14195,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060f460>],557,2023-02-23,2023-02-26,771
musical_equipment-piano,medium_conditionbad_condition,12459,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060efb0>],772,2023-02-21,2023-02-23,772
appliance-refrigerator,good_condition,10319,not_available,[<shapely.geometry.point.Point object at 0x7fb73060f040>],995,2023-02-20,2023-02-23,773
miscelaneaous-ski_skates,medium_conditionbad_condition,13587,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060f580>],610,2023-02-25,2023-02-26,774
musical_equipment-contrabass,good_condition,13403,not_available,[<shapely.geometry.point.Point object at 0x7fb73060f5e0>],41,2023-02-21,2023-02-22,775
appliance-washing_machine,medium_conditionbad_condition,13086,not_available,[<shapely.geometry.point.Point object at 0x7fb73060f640>],144,2023-02-22,2023-02-25,776
appliance-blender,medium_conditionbad_condition,13127,not_available,[<shapely.geometry.point.Point object at 0x7fb73060f6a0>],675,2023-02-21,2023-02-21,777
clothes-child_jacket,medium_conditionbad_condition,14057,not_available,[<shapely.geometry.point.Point object at 0x7fb73060f400>],612,2023-02-19,2023-02-26,778
shoes-woman_shoes,good_condition,13187,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060f760>],919,2023-02-21,2023-02-24,779
appliance-blender,good_condition,10319,not_available,[<shapely.geometry.point.Point object at 0x7fb73060f7c0>],320,2023-02-20,2023-02-21,780
appliance-drying_rack,medium_conditionbad_condition,13595,not_available,[<shapely.geometry.point.Point object at 0x7fb73060f820>],809,2023-02-21,2023-02-22,781
miscelaneaous-plant,medium_conditionbad_condition,13595,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060f880>],757,2023-02-19,2023-02-26,782
tech-desktop,medium_conditionbad_condition,14163,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060f8e0>],637,2023-02-21,2023-02-26,783
clothes-child_clothes,good_condition,10589,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060f940>],184,2023-02-20,2023-02-23,784
appliance-vacuum_cleaner,good_condition,12557,not_available,[<shapely.geometry.point.Point object at 0x7fb73060f520>],383,2023-02-26,2023-02-26,785
appliance-kettle,medium_conditionbad_condition,13086,not_available,[<shapely.geometry.point.Point object at 0x7fb73060fa00>],471,2023-02-20,2023-02-22,786
furniture-sofa,medium_conditionbad_condition,12053,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060fa60>],73,2023-02-20,2023-02-24,787
appliance-heater,medium_conditionbad_condition,12107,not_available,[<shapely.geometry.point.Point object at 0x7fb73060f910>],550,2023-02-24,2023-02-25,788
tech-desktop,medium_conditionbad_condition,10178,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060fb20>],844,2023-02-20,2023-02-24,789
appliance-kettle,good_condition,12101,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060fb80>],739,2023-02-20,2023-02-22,790
clothes-man_jacket,good_condition,12349,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060fbe0>],954,2023-02-21,2023-02-26,791
miscelaneaous-baby_carriage,medium_conditionbad_condition,12247,not_available,[<shapely.geometry.point.Point object at 0x7fb73060fc40>],342,2023-02-20,2023-02-26,792
appliance-drying_rack,good_condition,12351,not_available,[<shapely.geometry.point.Point object at 0x7fb73060fca0>],378,2023-02-23,2023-02-24,793
appliance-vacuum_cleaner,good_condition,13469,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060fd00>],940,2023-02-20,2023-02-21,794
musical_equipment-guitar,good_condition,10249,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060fd60>],358,2023-02-25,2023-02-26,795
appliance-kettle,medium_conditionbad_condition,13467,not_available,[<shapely.geometry.point.Point object at 0x7fb73060fdc0>],895,2023-02-20,2023-02-24,796
miscelaneaous-bicycle,good_condition,10715,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060f4c0>],293,2023-02-23,2023-02-26,797
appliance-kettle,medium_conditionbad_condition,12524,not_available,[<shapely.geometry.point.Point object at 0x7fb73060fbb0>],645,2023-02-21,2023-02-25,798
appliance-vacuum_cleaner,good_condition,12557,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060fee0>],38,2023-02-23,2023-02-24,799
miscelaneaous-ski_skates,medium_conditionbad_condition,14193,not_available,[<shapely.geometry.point.Point object at 0x7fb73060ff10>],620,2023-02-21,2023-02-23,800
appliance-pan,medium_conditionbad_condition,13595,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c100>],898,2023-02-21,2023-02-21,801
appliance-kettle,medium_conditionbad_condition,10559,not_available,[<shapely.geometry.point.Point object at 0x7fb73060fe80>],253,2023-02-22,2023-02-25,802
miscelaneaous-baby_carriage,good_condition,10551,not_available,[<shapely.geometry.point.Point object at 0x7fb73060fac0>],207,2023-02-24,2023-02-26,803
clothes-child_jacket,medium_conditionbad_condition,13351,not_available,[<shapely.geometry.point.Point object at 0x7fb73060ff40>],894,2023-02-22,2023-02-23,804
clothes-woman_clothes,good_condition,13349,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060f430>],565,2023-02-20,2023-02-22,805
appliance-sandwich_maker,medium_conditionbad_condition,12355,not_available,[<shapely.geometry.point.Point object at 0x7fb73060ffa0>],341,2023-02-20,2023-02-24,806
appliance-sandwich_maker,medium_conditionbad_condition,10823,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bc220>],416,2023-02-24,2023-02-25,807
shoes-woman_shoes,medium_conditionbad_condition,12683,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc1f0>],808,2023-02-20,2023-02-26,808
appliance-washing_machine,good_condition,12359,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bc0a0>],118,2023-02-21,2023-02-23,809
miscelaneaous-plant,good_condition,12209,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc340>],675,2023-02-25,2023-02-26,810
clothes-child_jacket,good_condition,12629,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc0d0>],215,2023-02-22,2023-02-25,811
appliance-pan,medium_conditionbad_condition,12437,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc280>],649,2023-02-25,2023-02-26,812
clothes-man_jacket,medium_conditionbad_condition,10717,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc460>],574,2023-02-20,2023-02-23,813
lighting-chandelier,good_condition,12439,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc2b0>],254,2023-02-20,2023-02-26,814
appliance-coffee_machine,good_condition,12351,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc310>],754,2023-02-25,2023-02-26,815
furniture-rollcontainers,good_condition,12157,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bc580>],360,2023-02-20,2023-02-21,816
lighting-lighting,medium_conditionbad_condition,14197,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc5e0>],26,2023-02-20,2023-02-21,817
miscelaneaous-picture_frame,medium_conditionbad_condition,10407,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc640>],753,2023-02-21,2023-02-21,818
furniture-shoe_rack,good_condition,12687,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc6a0>],313,2023-02-20,2023-02-23,819
furniture-bed,medium_conditionbad_condition,14129,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc700>],361,2023-02-21,2023-02-25,820
furniture-shoe_rack,good_condition,12589,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bc2e0>],468,2023-02-24,2023-02-25,821
clothes-man_clothes,medium_conditionbad_condition,13158,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc7c0>],536,2023-02-22,2023-02-25,822
furniture-bookcase,medium_conditionbad_condition,10717,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bc820>],977,2023-02-21,2023-02-24,823
furniture-bed,medium_conditionbad_condition,10789,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc880>],204,2023-02-23,2023-02-24,824
appliance-popcorn_maker,good_condition,10623,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc8e0>],119,2023-02-21,2023-02-24,825
appliance-washing_machine,good_condition,12681,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc940>],188,2023-02-20,2023-02-21,826
furniture-mirror,medium_conditionbad_condition,10627,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bc9a0>],969,2023-02-25,2023-02-26,827
clothes-woman_clothes,medium_conditionbad_condition,10405,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bc6d0>],754,2023-02-20,2023-02-24,828
furniture-bed,medium_conditionbad_condition,10559,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bca60>],146,2023-02-24,2023-02-24,829
furniture-chair,good_condition,12355,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bc4f0>],126,2023-02-20,2023-02-26,830
clothes-man_jacket,good_condition,13591,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bca30>],85,2023-02-20,2023-02-21,831
clothes-woman_clothes,medium_conditionbad_condition,13353,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bcaf0>],939,2023-02-21,2023-02-21,832
musical_equipment-contrabass,medium_conditionbad_condition,14165,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bc760>],358,2023-02-20,2023-02-24,833
clothes-woman_clothes,medium_conditionbad_condition,10315,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bcc40>],318,2023-02-22,2023-02-26,834
furniture-sofa,good_condition,12437,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bcc70>],913,2023-02-25,2023-02-25,835
musical_equipment-battery,good_condition,10777,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bcd00>],90,2023-02-25,2023-02-26,836
appliance-clothes_iron,medium_conditionbad_condition,13355,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bcbe0>],343,2023-02-20,2023-02-21,837
clothes-woman_clothes,medium_conditionbad_condition,14165,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bcdc0>],344,2023-02-20,2023-02-20,838
miscelaneaous-baby_carriage,good_condition,13059,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bce20>],453,2023-02-21,2023-02-25,839
furniture-bedside_table,good_condition,10713,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bcb80>],847,2023-02-26,2023-02-26,840
lighting-lightbulb,good_condition,10827,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bcee0>],473,2023-02-21,2023-02-23,841
tech-keyboard,good_condition,12683,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bcf40>],100,2023-02-21,2023-02-26,842
appliance-refrigerator,medium_conditionbad_condition,12489,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bcfa0>],68,2023-02-21,2023-02-22,843
appliance-stove,medium_conditionbad_condition,14195,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bcd90>],129,2023-02-25,2023-02-26,844
miscelaneaous-roller_skates,good_condition,10557,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bd060>],363,2023-02-22,2023-02-22,845
musical_equipment-sound_amplifier,good_condition,12349,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bd0f0>],233,2023-02-23,2023-02-24,846
furniture-chair,medium_conditionbad_condition,10319,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bd150>],511,2023-02-20,2023-02-26,847
appliance-refrigerator,good_condition,13597,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bd1b0>],576,2023-02-22,2023-02-22,848
appliance-stove,medium_conditionbad_condition,12055,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bd210>],683,2023-02-22,2023-02-26,849
appliance-kettle,good_condition,12355,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bd270>],173,2023-02-23,2023-02-23,850
miscelaneaous-baby_carriage,good_condition,10779,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bc160>],548,2023-02-20,2023-02-21,851
shoes-woman_shoes,medium_conditionbad_condition,12057,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bd330>],169,2023-02-20,2023-02-26,852
appliance-vacuum_cleaner,medium_conditionbad_condition,13597,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bd000>],349,2023-02-22,2023-02-23,853
appliance-pan,medium_conditionbad_condition,10711,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bd3f0>],235,2023-02-21,2023-02-21,854
furniture-cabinet,good_condition,10829,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bd420>],108,2023-02-24,2023-02-26,855
appliance-refrigerator,medium_conditionbad_condition,12439,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bd4b0>],9,2023-02-20,2023-02-26,856
musical_equipment-guitar,good_condition,13125,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bd510>],98,2023-02-20,2023-02-25,857
miscelaneaous-ironing_board,medium_conditionbad_condition,10405,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bd570>],454,2023-02-20,2023-02-21,858
tech-keyboard,medium_conditionbad_condition,10711,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bd5d0>],964,2023-02-22,2023-02-24,859
tech-keyboard,good_condition,13403,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bd2d0>],862,2023-02-23,2023-02-24,860
furniture-rollcontainers,medium_conditionbad_condition,12247,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bd480>],36,2023-02-22,2023-02-23,861
appliance-pan,good_condition,12685,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bd660>],144,2023-02-20,2023-02-21,862
shoes-manshoes,medium_conditionbad_condition,12107,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bd750>],132,2023-02-21,2023-02-23,863
appliance-stove,medium_conditionbad_condition,12359,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bd7b0>],311,2023-02-23,2023-02-23,864
furniture-sofa,good_condition,13597,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bd810>],117,2023-02-22,2023-02-24,865
musical_equipment-sound_amplifier,medium_conditionbad_condition,12167,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bd8a0>],512,2023-02-20,2023-02-24,866
appliance-heater,good_condition,12487,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bc130>],314,2023-02-25,2023-02-25,867
clothes-child_jacket,good_condition,12623,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bd8d0>],804,2023-02-21,2023-02-23,868
appliance-air_conditioner,good_condition,10243,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bd630>],876,2023-02-25,2023-02-25,869
lighting-lightbulb,good_condition,12353,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bd6f0>],965,2023-02-24,2023-02-24,870
lighting-lighting,medium_conditionbad_condition,10967,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bd9f0>],759,2023-02-23,2023-02-25,871
appliance-kettle,good_condition,12687,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bdae0>],776,2023-02-20,2023-02-20,872
tech-phone,good_condition,13581,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bdb40>],577,2023-02-24,2023-02-24,873
appliance-kettle,medium_conditionbad_condition,10437,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bdba0>],222,2023-02-21,2023-02-24,874
appliance-sandwich_maker,good_condition,13597,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bdbd0>],12,2023-02-22,2023-02-23,875
furniture-bookcase,good_condition,10179,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bdc60>],583,2023-02-21,2023-02-24,876
clothes-child_jacket,good_condition,12439,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bdc90>],554,2023-02-20,2023-02-24,877
clothes-man_clothes,medium_conditionbad_condition,10365,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bdd20>],827,2023-02-23,2023-02-26,878
furniture-bookcase,medium_conditionbad_condition,13088,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bdc00>],425,2023-02-23,2023-02-25,879
appliance-popcorn_maker,medium_conditionbad_condition,12055,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bdde0>],235,2023-02-21,2023-02-21,880
shoes-child_shoes,good_condition,10965,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bdcc0>],823,2023-02-21,2023-02-21,881
appliance-pan,medium_conditionbad_condition,13629,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bdcf0>],7,2023-02-21,2023-02-24,882
appliance-popcorn_maker,good_condition,10783,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bde70>],41,2023-02-21,2023-02-23,883
appliance-refrigerator,medium_conditionbad_condition,13405,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bdf60>],846,2023-02-23,2023-02-25,884
appliance-extractor_hood,good_condition,13507,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bdfc0>],89,2023-02-22,2023-02-26,885
clothes-woman_clothes,good_condition,10825,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bdea0>],11,2023-02-22,2023-02-26,886
appliance-dish_washer,good_condition,10823,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bdf30>],145,2023-02-23,2023-02-24,887
appliance-extractor_hood,medium_conditionbad_condition,12279,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be0e0>],758,2023-02-22,2023-02-24,888
tech-desktop,good_condition,13597,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be140>],496,2023-02-20,2023-02-25,889
appliance-blender,medium_conditionbad_condition,12167,not_available,[<shapely.geometry.point.Point object at 0x7fb7306be1a0>],138,2023-02-20,2023-02-26,890
miscelaneaous-plant,good_condition,10779,not_available,[<shapely.geometry.point.Point object at 0x7fb7306be200>],830,2023-02-21,2023-02-25,891
musical_equipment-sound_amplifier,medium_conditionbad_condition,10827,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bde40>],178,2023-02-21,2023-02-21,892
miscelaneaous-roller_skates,medium_conditionbad_condition,14059,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be230>],902,2023-02-22,2023-02-25,893
furniture-bed,medium_conditionbad_condition,12489,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be350>],418,2023-02-20,2023-02-21,894
appliance-refrigerator,good_condition,10777,not_available,[<shapely.geometry.point.Point object at 0x7fb7306be3b0>],559,2023-02-21,2023-02-26,895
appliance-blender,medium_conditionbad_condition,12559,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be410>],405,2023-02-21,2023-02-26,896
lighting-chandelier,good_condition,13409,not_available,[<shapely.geometry.point.Point object at 0x7fb7306be440>],891,2023-02-20,2023-02-20,897
musical_equipment-guitar,good_condition,13469,not_available,[<shapely.geometry.point.Point object at 0x7fb7306be4d0>],186,2023-02-22,2023-02-22,898
furniture-rollcontainers,medium_conditionbad_condition,13407,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be530>],588,2023-02-22,2023-02-25,899
lighting-lighting,good_condition,13509,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be590>],845,2023-02-19,2023-02-23,900
lighting-lightbulb,good_condition,10825,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be5f0>],13,2023-02-22,2023-02-25,901
furniture-table,medium_conditionbad_condition,12163,not_available,[<shapely.geometry.point.Point object at 0x7fb7306be650>],993,2023-02-23,2023-02-24,902
appliance-pan,medium_conditionbad_condition,10713,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be020>],526,2023-02-20,2023-02-24,903
furniture-sofafurniture-armchair,medium_conditionbad_condition,13597,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be740>],387,2023-02-23,2023-02-26,904
furniture-sofa,good_condition,13585,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be7a0>],516,2023-02-25,2023-02-25,905
appliance-drying_rack,good_condition,12045,not_available,[<shapely.geometry.point.Point object at 0x7fb7306be800>],765,2023-02-22,2023-02-22,906
appliance-blender,medium_conditionbad_condition,12679,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be830>],344,2023-02-25,2023-02-26,907
furniture-sofafurniture-armchair,good_condition,12527,not_available,[<shapely.geometry.point.Point object at 0x7fb7306be8f0>],690,2023-02-20,2023-02-20,908
miscelaneaous-carpet,medium_conditionbad_condition,13439,not_available,[<shapely.geometry.point.Point object at 0x7fb7306be1d0>],311,2023-02-21,2023-02-21,909
tech-laptop,good_condition,13349,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be9b0>],716,2023-02-24,2023-02-25,910
musical_equipment-sound_amplifier,medium_conditionbad_condition,12435,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bea40>],265,2023-02-23,2023-02-26,911
appliance-refrigerator,good_condition,12099,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306beaa0>],457,2023-02-21,2023-02-23,912
miscelaneaous-baby_carriage,good_condition,12159,not_available,[<shapely.geometry.point.Point object at 0x7fb7306beb00>],160,2023-02-23,2023-02-25,913
furniture-cabinet,good_condition,12053,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306beb60>],59,2023-02-21,2023-02-24,914
furniture-rollcontainers,medium_conditionbad_condition,12309,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bebc0>],441,2023-02-24,2023-02-25,915
furniture-rollcontainers,medium_conditionbad_condition,14052,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bec20>],888,2023-02-21,2023-02-25,916
miscelaneaous-plant,good_condition,13595,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be9e0>],736,2023-02-21,2023-02-23,917
miscelaneaous-roller_skates,medium_conditionbad_condition,10315,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bece0>],646,2023-02-22,2023-02-25,918
miscelaneaous-carpet,good_condition,13439,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bed40>],651,2023-02-23,2023-02-24,919
furniture-cot,medium_conditionbad_condition,10825,not_available,[<shapely.geometry.point.Point object at 0x7fb7306beda0>],873,2023-02-22,2023-02-26,920
appliance-clothes_iron,good_condition,13629,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bee00>],675,2023-02-20,2023-02-25,921
lighting-lighting,good_condition,10629,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bee60>],133,2023-02-24,2023-02-25,922
appliance-blender,good_condition,12587,not_available,[<shapely.geometry.point.Point object at 0x7fb7306beec0>],883,2023-02-22,2023-02-25,923
appliance-washing_machine,good_condition,10999,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bef20>],891,2023-02-20,2023-02-23,924
miscelaneaous-bicycle,medium_conditionbad_condition,12249,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bef80>],319,2023-02-22,2023-02-25,925
miscelaneaous-baby_carriage,good_condition,10551,not_available,[<shapely.geometry.point.Point object at 0x7fb7306befe0>],903,2023-02-26,2023-02-26,926
tech-phone,medium_conditionbad_condition,13089,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf010>],641,2023-02-21,2023-02-22,927
furniture-bed,medium_conditionbad_condition,12587,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306be320>],572,2023-02-22,2023-02-24,928
clothes-child_clothes,good_condition,13581,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bf070>],758,2023-02-25,2023-02-26,929
furniture-sofa,medium_conditionbad_condition,10367,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf160>],992,2023-02-20,2023-02-20,930
appliance-clothes_iron,good_condition,10963,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bf1c0>],487,2023-02-20,2023-02-22,931
furniture-bedside_table,good_condition,13187,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bf220>],661,2023-02-20,2023-02-24,932
furniture-rollcontainers,medium_conditionbad_condition,10367,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bf280>],713,2023-02-20,2023-02-23,933
musical_equipment-contrabass,good_condition,14169,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bf0d0>],195,2023-02-24,2023-02-26,934
lighting-chandelier,good_condition,12557,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf340>],252,2023-02-20,2023-02-22,935
appliance-sandwich_maker,medium_conditionbad_condition,13187,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf3a0>],891,2023-02-20,2023-02-24,936
musical_equipment-battery,medium_conditionbad_condition,10435,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf400>],283,2023-02-20,2023-02-21,937
appliance-drying_rack,medium_conditionbad_condition,12527,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf2e0>],242,2023-02-24,2023-02-25,938
miscelaneaous-ski_skates,good_condition,10369,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bf4c0>],591,2023-02-24,2023-02-25,939
appliance-coffee_machine,medium_conditionbad_condition,10319,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf0a0>],578,2023-02-23,2023-02-26,940
miscelaneaous-picture_frame,medium_conditionbad_condition,10717,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf490>],177,2023-02-21,2023-02-22,941
furniture-rollcontainers,medium_conditionbad_condition,12555,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf5e0>],428,2023-02-21,2023-02-23,942
miscelaneaous-roller_skates,medium_conditionbad_condition,10961,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf640>],625,2023-02-24,2023-02-25,943
miscelaneaous-roller_skates,medium_conditionbad_condition,10315,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf6a0>],541,2023-02-21,2023-02-24,944
appliance-pan,good_condition,10969,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bf580>],487,2023-02-20,2023-02-22,945
tech-desktop,good_condition,12489,avaliable,[<shapely.geometry.point.Point object at 0x7fb7306bf760>],578,2023-02-19,2023-02-25,946
furniture-rollcontainers,medium_conditionbad_condition,13159,not_available,[<shapely.geometry.point.Point object at 0x7fb7306bf7c0>],395,2023-02-22,2023-02-24,947
