item_category,item_condition,item_postcode,item_available_timer,distance,n_views,n_likes,item_available
furniture,poor,12059,8,19504,1270,88,1
other,acceptable,12347,67,11987,87,0,0
kids,poor,10717,63,14554,876,61,0
kids,acceptable,12103,66,28763,1454,261,1
furniture,poor,12043,13,27119,204,10,0
furniture,good,12157,73,28939,300,3,0
other,good,10245,94,16553,1000,80,0
furniture,poor,10178,16,22088,1096,98,0
other,poor,10967,95,28265,467,79,1
kids,good,12309,30,24820,1160,185,0
other,acceptable,10713,25,3760,202,0,1
kitchen_utensils,acceptable,12059,86,26991,790,134,1
kitchen_utensils,like_new,10779,59,3303,1157,23,0
furniture,poor,13629,62,5054,1641,180,0
other,good,13585,74,2465,1017,10,1
furniture,good,13465,55,12117,1181,106,1
kids,poor,10965,80,7394,539,0,1
kids,like_new,14163,1,6332,1917,210,1
kitchen_utensils,acceptable,13129,46,7600,532,53,1
kids,acceptable,10365,16,25797,1361,95,0
clothes,acceptable,13629,66,7673,823,32,0
clothes,poor,10777,13,22051,569,108,0
furniture,acceptable,12681,15,7797,1026,10,0
kids,like_new,14167,77,21291,1437,215,1
kitchen_utensils,good,13627,43,11234,1196,83,0
kitchen_utensils,good,13088,58,4415,58,9,0
kitchen_utensils,acceptable,10435,73,24991,437,17,1
furniture,good,10405,73,16648,777,7,1
kitchen_utensils,poor,14197,4,24572,59,7,0
kids,acceptable,12439,23,31829,1490,283,1
furniture,like_new,10319,16,18010,1448,144,1
kitchen_utensils,poor,12689,31,3837,1932,77,0
kids,poor,10243,54,30233,358,57,0
other,acceptable,10777,50,16126,289,34,0
other,good,12045,6,19078,1529,137,0
kitchen_utensils,acceptable,10407,21,4595,344,6,1
clothes,like_new,12349,13,13113,1355,203,1
kids,poor,10551,95,31581,422,16,0
other,good,10827,52,3347,88,0,1
other,poor,12107,90,30533,33,4,0
furniture,poor,12055,35,17405,1778,337,0
kitchen_utensils,acceptable,14163,53,27729,209,37,1
other,poor,10439,34,30388,791,55,0
clothes,poor,14057,5,512,200,22,0
kids,poor,10557,7,19775,142,12,1
other,good,13088,7,14866,552,33,0
kitchen_utensils,good,12307,97,22600,1153,80,1
furniture,like_new,12205,23,23784,370,44,0
furniture,like_new,13437,62,17559,322,41,1
kitchen_utensils,good,10629,17,9274,1283,38,1
kitchen_utensils,like_new,13585,40,21859,1389,222,1
kitchen_utensils,like_new,12307,23,25301,303,39,1
furniture,acceptable,12349,21,18758,820,90,0
other,like_new,13089,1,24335,1453,159,1
kitchen_utensils,poor,10967,97,7784,1255,37,1
clothes,like_new,12279,2,13468,799,31,0
other,poor,12247,9,5698,1932,173,0
other,poor,12489,19,8628,1225,183,1
other,poor,10557,81,31903,787,86,0
furniture,like_new,13351,44,29273,633,18,1
furniture,good,14165,93,19163,1949,292,1
other,poor,14129,11,4573,1183,0,1
clothes,like_new,12165,26,27460,323,0,1
kids,poor,10997,60,24479,1784,196,1
kids,poor,14169,80,6038,544,21,1
kitchen_utensils,acceptable,13467,37,7374,428,68,0
kids,acceptable,13439,84,23680,907,145,1
other,poor,10999,3,14496,625,75,0
furniture,acceptable,13503,65,22692,1670,300,0
kitchen_utensils,good,10715,25,10276,1332,0,1
clothes,acceptable,14167,6,22709,1766,317,1
kitchen_utensils,acceptable,10409,22,5759,998,0,1
clothes,poor,12689,47,21991,80,11,0
furniture,poor,12165,56,24832,1302,104,0
clothes,like_new,14050,55,10046,1273,114,1
furniture,poor,13591,72,10479,1440,100,1
other,good,12687,27,8941,237,42,0
clothes,like_new,12057,5,23108,1232,36,1
kids,like_new,13357,71,7735,1488,223,0
clothes,good,12555,12,4607,932,177,1
furniture,good,12247,97,5819,1644,65,1
furniture,like_new,12587,6,23836,372,11,1
furniture,poor,13129,3,24287,1410,197,1
furniture,acceptable,10435,28,28340,297,11,0
kids,acceptable,14053,76,3441,166,4,0
furniture,poor,14169,68,21697,212,40,1
other,acceptable,10317,95,21189,1706,221,1
kids,poor,14052,32,26443,940,65,0
kids,acceptable,13353,76,30197,2000,40,1
clothes,good,13187,88,15811,1776,213,0
kitchen_utensils,acceptable,12305,15,7292,960,57,1
furniture,like_new,12107,54,31716,9,1,1
kitchen_utensils,like_new,12109,98,25952,1293,51,0
kitchen_utensils,like_new,10409,82,27280,1780,53,1
furniture,acceptable,13405,54,5996,1571,109,1
kitchen_utensils,good,13357,51,5604,738,0,0
furniture,good,14193,28,10045,1867,0,0
other,good,12047,93,20969,921,18,1
clothes,good,10318,38,24406,1223,12,0
furniture,acceptable,12679,89,7904,1527,0,0
kitchen_utensils,acceptable,13405,1,13532,1536,61,0
kids,acceptable,12623,46,10212,1380,179,1
clothes,poor,13353,64,9755,1901,19,1
clothes,good,13505,66,10752,1124,191,1
kids,poor,10967,16,30769,190,22,1
kids,acceptable,12487,13,17138,1708,102,1
clothes,like_new,13089,99,17449,1321,13,0
kids,good,10709,26,20658,328,0,0
furniture,poor,14169,69,21171,1921,134,1
kitchen_utensils,acceptable,10587,76,17006,665,46,1
other,like_new,10787,46,8010,1694,33,1
kids,good,10627,63,7067,1898,170,1
clothes,acceptable,10999,15,19713,550,16,0
furniture,poor,13089,33,8387,664,0,1
clothes,good,12587,66,31401,1640,147,1
clothes,acceptable,13627,77,10665,44,5,0
furniture,acceptable,10409,70,9992,148,1,0
other,poor,14050,1,7432,1962,98,1
other,like_new,12629,17,27924,51,9,0
kitchen_utensils,like_new,12627,70,17734,1576,110,1
furniture,good,13581,29,31581,1072,139,1
kids,acceptable,12555,53,30601,231,23,0
kids,like_new,10405,74,7904,753,90,1
kids,poor,12249,70,6236,1049,10,1
furniture,acceptable,13505,54,27727,242,12,1
kitchen_utensils,acceptable,10243,12,17246,1675,301,1
kitchen_utensils,poor,12165,76,28326,1118,156,1
kids,acceptable,13469,55,27701,1095,120,0
furniture,acceptable,13581,14,25803,313,59,1
other,acceptable,10555,65,17568,1794,161,1
kitchen_utensils,acceptable,12059,72,25749,603,66,0
kitchen_utensils,poor,10965,64,29300,1790,71,0
kitchen_utensils,good,12249,22,3429,321,32,1
clothes,poor,12051,43,16952,880,149,1
clothes,poor,10785,4,19570,1637,278,0
furniture,like_new,12621,76,15188,643,57,0
other,like_new,10249,29,14539,783,86,1
furniture,good,10437,72,5172,87,0,1
kitchen_utensils,like_new,13125,86,9794,297,35,0
other,good,12169,4,10561,965,0,1
clothes,acceptable,13405,95,12662,91,15,1
other,like_new,14089,88,11871,961,163,1
other,acceptable,13583,78,16405,1900,152,0
kids,poor,10963,62,726,1238,99,0
furniture,acceptable,12355,88,21196,1847,55,1
other,acceptable,12163,95,24368,1574,299,0
kitchen_utensils,good,10587,65,12539,1013,101,0
kids,like_new,10777,69,6312,755,52,1
kids,like_new,12589,93,3695,1159,162,0
other,good,12357,30,13743,647,45,1
kids,poor,12053,24,12909,1239,148,1
clothes,like_new,10961,47,30199,1451,145,0
kitchen_utensils,acceptable,13127,38,3200,735,73,0
other,good,13465,15,15126,1763,193,1
kids,like_new,10243,78,14182,1724,327,1
kids,good,13589,38,25538,1618,0,0
other,good,10789,69,9363,1380,13,0
other,acceptable,12309,77,12130,688,89,0
kitchen_utensils,acceptable,14199,79,102,1916,268,0
furniture,poor,10369,93,26096,513,92,1
other,good,12351,77,19096,1793,107,1
other,good,13086,80,25072,858,0,0
other,good,10407,89,2572,1625,260,0
other,like_new,12161,32,24000,1664,33,0
kitchen_utensils,acceptable,12057,47,11929,376,11,0
other,poor,12619,32,30070,1526,30,1
kitchen_utensils,good,12247,85,22490,1342,67,0
kids,acceptable,13088,90,13514,194,19,0
furniture,poor,13469,75,16740,706,120,1
clothes,good,12277,67,7543,288,43,1
kids,poor,12526,96,26400,549,5,0
kitchen_utensils,like_new,10247,28,6368,256,10,1
kids,acceptable,12105,40,20346,148,0,0
kids,poor,10369,20,19172,370,22,1
kitchen_utensils,poor,10317,67,27176,814,16,1
furniture,like_new,10715,26,11466,853,59,1
kids,poor,13581,59,14072,557,66,0
clothes,like_new,10623,35,12228,1782,106,0
other,good,10409,71,16744,1778,106,1
kitchen_utensils,acceptable,12043,24,12356,1877,262,0
kids,good,10625,85,12008,1642,147,1
kitchen_utensils,like_new,10967,76,2727,162,9,1
kids,like_new,12205,69,30763,316,3,0
furniture,poor,10779,15,30942,1772,248,1
furniture,poor,12169,46,24178,945,170,0
other,like_new,13591,47,20704,546,32,1
clothes,poor,12681,59,8511,688,89,1
other,like_new,13347,58,15133,630,44,0
kitchen_utensils,like_new,12353,53,951,1537,0,1
clothes,acceptable,12057,33,9614,425,42,1
kitchen_utensils,poor,14199,1,21904,923,147,1
clothes,acceptable,10589,1,19188,482,62,0
clothes,good,12621,95,30802,657,52,0
kids,poor,12049,94,14984,1099,54,0
clothes,acceptable,12165,48,11048,678,81,0
other,acceptable,14129,61,22468,199,35,1
furniture,acceptable,12247,40,1727,878,8,1
other,like_new,12623,87,3538,788,7,0
kids,like_new,13593,60,8745,998,19,1
kitchen_utensils,acceptable,10249,85,6683,248,32,1
clothes,poor,14167,6,12898,1825,91,0
kitchen_utensils,like_new,12619,77,18255,631,0,1
furniture,like_new,12169,67,12651,592,94,1
kids,good,13469,89,7684,5,0,0
clothes,like_new,12101,98,8923,30,3,1
kitchen_utensils,good,10623,24,10689,1862,37,0
kitchen_utensils,acceptable,13583,49,31994,1296,12,1
clothes,poor,13503,98,11544,1715,51,0
kitchen_utensils,good,10439,66,560,351,17,0
clothes,poor,10319,17,26207,1130,192,0
kids,acceptable,14050,36,27624,104,1,0
kitchen_utensils,poor,13403,43,8984,413,49,1
kids,poor,10963,93,28888,1836,165,1
kids,acceptable,10711,47,20880,1714,85,1
other,good,12527,65,8431,1119,78,0
clothes,poor,10961,28,6049,821,49,0
other,acceptable,12307,92,23682,56,8,0
furniture,poor,12527,49,10209,614,79,0
other,poor,10557,73,12335,1486,163,0
kitchen_utensils,good,13347,3,934,1530,229,0
clothes,good,13057,59,9356,388,34,1
furniture,good,13589,83,27510,333,63,1
furniture,poor,13469,40,17500,1868,112,1
kids,good,12157,50,12464,371,3,1
kids,acceptable,12351,44,23262,1441,244,1
kitchen_utensils,poor,10553,48,24450,538,59,1
kids,poor,10779,22,22522,1224,195,1
furniture,acceptable,13595,68,26415,1802,36,0
furniture,like_new,13053,27,19475,1941,116,0
other,poor,10589,97,8364,95,6,1
clothes,good,13593,68,6429,110,17,1
other,good,12101,9,24702,1227,85,1
clothes,good,13597,80,10014,1342,80,1
kitchen_utensils,poor,12055,90,17303,766,99,1
other,poor,12347,98,23890,145,10,1
kitchen_utensils,acceptable,12099,13,9558,1537,107,1
furniture,good,12161,13,12590,836,75,0
kids,good,12439,81,20657,1575,267,1
kids,poor,13086,91,11951,1589,31,1
kitchen_utensils,good,13581,32,1165,480,0,0
kids,like_new,10711,32,3154,195,7,0
furniture,acceptable,10777,65,29990,430,30,1
other,acceptable,12355,7,23501,851,51,0
furniture,acceptable,13347,29,22799,209,10,0
furniture,poor,10715,0,23962,665,26,1
clothes,poor,14059,14,7894,1025,133,1
other,like_new,12559,80,26205,448,53,1
clothes,acceptable,13465,6,13989,1557,249,1
clothes,acceptable,13507,52,22096,1946,97,1
kids,poor,14050,68,25222,1451,101,0
other,acceptable,10785,33,17437,207,10,0
other,good,10965,29,14576,483,77,0
clothes,like_new,12055,99,21792,1953,273,0
other,poor,12351,89,2180,1612,32,0
kitchen_utensils,like_new,12347,54,28888,1673,150,0
kids,good,14193,6,5075,192,9,0
clothes,like_new,13503,49,19460,862,94,0
kitchen_utensils,like_new,13591,67,31916,1263,151,0
kids,like_new,10367,57,21468,1027,112,1
kitchen_utensils,acceptable,10249,96,6844,333,33,0
kitchen_utensils,acceptable,12157,63,17672,419,16,0
other,good,10789,37,14199,673,127,0
kitchen_utensils,acceptable,10711,36,4762,1113,189,1
other,like_new,12347,36,6989,961,182,0
furniture,acceptable,13159,78,7544,775,0,1
kids,poor,10585,50,10820,1830,128,0
kids,poor,12165,99,18303,1320,132,1
kids,acceptable,12437,81,14737,485,19,1
other,like_new,12103,13,10097,1871,0,0
kids,acceptable,12247,2,14535,214,36,0
furniture,good,12524,94,30298,216,2,0
clothes,poor,10779,43,8029,99,6,0
kitchen_utensils,acceptable,12161,45,10181,1903,152,0
kids,like_new,13357,49,8628,1140,102,0
kids,acceptable,14165,96,12756,1682,134,0
kitchen_utensils,poor,10999,33,11216,1475,265,1
clothes,poor,12059,16,10210,1406,112,1
other,acceptable,10365,92,12199,1652,313,0
clothes,poor,12687,18,23886,677,115,0
furniture,poor,10625,24,30040,1978,336,1
kitchen_utensils,acceptable,12107,1,22393,113,2,0
furniture,good,12163,3,2309,426,55,1
clothes,good,10179,9,13364,737,66,1
kids,acceptable,10825,1,19475,464,23,0
other,like_new,10317,38,7262,608,30,1
other,poor,12163,72,25563,293,8,0
clothes,poor,12101,21,13742,1790,17,0
kitchen_utensils,acceptable,10777,0,22203,828,140,0
clothes,poor,12307,96,25188,1356,244,0
furniture,acceptable,10317,0,24580,1862,167,1
clothes,acceptable,13469,49,6857,726,116,1
furniture,acceptable,10553,85,17121,356,60,1
kids,acceptable,13593,31,10984,278,41,1
clothes,poor,13059,53,3026,463,55,0
furniture,like_new,12051,37,12246,1464,117,1
furniture,good,14089,27,22481,1599,239,0
kitchen_utensils,good,10777,39,11190,1851,74,0
other,poor,10777,3,25601,702,42,1
other,acceptable,14195,83,13600,1965,373,1
furniture,like_new,10437,20,9662,142,5,0
kitchen_utensils,good,10178,36,7390,349,34,1
clothes,good,13349,68,29615,1423,241,1
furniture,acceptable,13587,65,1236,1181,47,1
clothes,good,13583,79,15611,1856,278,0
kitchen_utensils,poor,12627,44,27041,524,20,0
kids,poor,13158,77,18777,386,19,1
kids,acceptable,12249,7,11846,275,49,0
kitchen_utensils,good,12159,25,27195,1792,71,1
clothes,acceptable,12049,44,28712,1037,51,0
other,poor,12689,73,28132,747,67,0
kitchen_utensils,acceptable,13357,36,22664,1512,226,0
clothes,acceptable,12203,16,23512,1080,32,0
kids,poor,12685,93,29344,1863,149,0
furniture,like_new,10969,60,14677,1273,76,1
furniture,good,13507,84,1584,1254,175,0
clothes,like_new,12527,37,1308,1518,288,0
furniture,good,13051,38,15987,1363,109,1
kids,good,10553,69,941,523,57,0
furniture,good,13593,7,31409,1624,194,1
kids,poor,12103,5,19475,749,52,1
clothes,acceptable,13086,90,26487,1778,88,0
other,poor,13086,37,31713,786,149,0
other,like_new,13059,5,28185,548,27,1
other,good,10625,65,8023,1140,114,0
kitchen_utensils,acceptable,10405,75,18824,1408,183,1
kitchen_utensils,poor,13405,78,6085,70,2,0
kitchen_utensils,poor,12589,73,6071,641,44,0
other,acceptable,13125,99,2717,1799,53,0
furniture,like_new,12043,48,14489,426,46,0
clothes,acceptable,13587,0,3674,1674,234,1
other,like_new,10999,40,5453,527,21,0
kitchen_utensils,poor,12305,66,24649,1756,193,1
other,poor,13439,42,27148,1291,154,1
other,good,10555,84,15940,1353,0,0
kids,poor,10367,96,29160,1001,0,1
kitchen_utensils,acceptable,12681,3,15154,824,65,1
clothes,like_new,12307,90,19475,1852,314,0
furniture,acceptable,12279,93,23795,1086,184,0
kids,poor,12167,40,5382,182,12,1
other,acceptable,13351,13,26927,1397,251,1
kids,poor,14195,69,22637,1434,143,0
kitchen_utensils,acceptable,13357,32,12663,1129,33,0
other,poor,12057,61,26356,1883,188,0
kids,poor,10551,63,26221,533,69,0
kids,poor,10243,50,9497,913,9,0
kitchen_utensils,poor,12305,69,19615,925,55,1
kids,poor,14167,88,27976,1406,0,1
clothes,acceptable,13507,59,29115,853,34,1
other,good,10827,87,30021,1788,321,1
clothes,good,10243,92,1220,422,0,1
other,like_new,13053,56,6115,1601,32,1
furniture,acceptable,13351,63,20010,987,78,1
other,poor,13595,97,30224,1396,181,1
other,good,13051,53,17121,1435,243,0
furniture,like_new,10405,20,4938,1392,69,0
kitchen_utensils,like_new,12055,87,10880,204,18,1
kids,acceptable,10825,19,22819,961,163,1
kids,poor,14053,55,7820,1699,16,0
kitchen_utensils,acceptable,12107,28,8235,1382,55,0
clothes,acceptable,10829,5,11414,292,32,0
furniture,poor,10997,16,21053,1067,160,1
furniture,like_new,14199,15,22038,700,0,0
kitchen_utensils,poor,12249,37,21758,1647,131,0
furniture,like_new,13599,73,31986,1565,250,1
furniture,acceptable,13597,44,30109,933,55,0
kids,good,12435,52,17192,1024,71,0
kitchen_utensils,acceptable,13129,74,27820,1451,14,0
furniture,good,12435,17,22939,1587,95,0
kids,like_new,13589,55,27038,557,105,0
kids,poor,12101,40,22528,1836,275,0
kitchen_utensils,like_new,13507,75,18199,75,3,1
kids,poor,13359,13,1626,1473,14,1
clothes,good,14199,67,24367,1343,80,0
other,good,10365,30,12890,587,99,0
clothes,acceptable,13347,2,21754,1963,294,0
clothes,good,10711,52,19386,562,61,1
kids,like_new,12527,68,25943,1550,232,1
furniture,poor,10243,24,29404,66,9,0
clothes,like_new,10625,92,22549,1766,282,0
other,like_new,12355,58,20385,459,59,1
kids,poor,13599,72,15057,1744,331,1
furniture,like_new,12355,57,13830,1329,106,1
furniture,acceptable,12437,83,12084,40,2,0
kitchen_utensils,acceptable,12347,90,30066,1327,79,1
other,good,12047,36,19143,281,25,1
furniture,good,14195,4,10343,1585,63,1
furniture,poor,13467,92,31046,1869,205,0
clothes,poor,13355,7,26402,576,109,1
kids,poor,12559,55,7560,120,1,0
kitchen_utensils,acceptable,12057,36,14532,166,24,1
kitchen_utensils,acceptable,12555,27,9854,1315,39,1
other,good,13505,35,19482,458,41,0
clothes,good,14163,80,20058,837,16,0
clothes,like_new,13159,77,3144,79,4,1
other,poor,10119,69,27075,89,16,1
clothes,like_new,10405,92,24428,1451,203,1
kitchen_utensils,like_new,10367,14,29973,1702,238,1
furniture,poor,12685,98,3653,1342,147,1
clothes,like_new,12619,14,7595,1411,183,1
other,poor,10781,59,26954,19,0,1
furniture,like_new,13189,50,12142,524,62,0
other,like_new,12165,55,6293,506,30,0
other,poor,13627,15,28274,1432,200,1
kids,acceptable,10245,6,1662,92,8,0
clothes,acceptable,10119,10,1795,71,9,0
clothes,good,10119,93,13936,1606,16,0
kids,poor,12157,10,10232,1104,165,0
furniture,like_new,12053,96,25198,805,128,0
other,acceptable,10439,83,20990,262,5,0
other,like_new,12053,75,1463,1321,132,1
kitchen_utensils,acceptable,10318,8,16922,1330,172,1
other,good,14167,86,30079,1663,182,0
kitchen_utensils,poor,10715,54,11927,1200,48,1
kitchen_utensils,good,13505,70,28049,1779,266,1
kitchen_utensils,good,13409,63,27613,359,0,0
kitchen_utensils,poor,12685,82,10030,1439,86,1
kitchen_utensils,like_new,12203,73,4504,1083,32,0
kids,poor,12207,39,14622,94,5,1
furniture,like_new,13159,82,31866,1092,141,1
kitchen_utensils,good,13129,78,29935,1425,14,1
kitchen_utensils,like_new,13587,98,26266,148,4,1
clothes,like_new,10439,29,6836,1012,151,0
clothes,poor,10439,55,28108,342,44,1
kids,good,10629,95,19780,1172,128,1
other,good,12109,45,3589,1378,0,1
kitchen_utensils,good,12527,22,18511,1419,42,0
other,good,12049,49,3158,1283,25,1
clothes,poor,12165,41,12415,391,31,0
other,like_new,13127,49,22006,1545,108,0
kids,good,14195,19,27447,330,13,0
clothes,poor,12103,38,20941,1892,94,1
kitchen_utensils,like_new,13505,26,5126,686,20,0
furniture,poor,10555,88,8808,399,75,1
other,poor,12203,59,10035,317,57,0
clothes,good,13467,20,19382,1837,18,0
clothes,good,10789,26,31155,1720,34,1
clothes,like_new,10969,8,30951,983,49,1
kitchen_utensils,good,13509,18,2990,121,19,1
kids,good,10627,59,18726,1252,125,0
other,acceptable,10409,2,14597,1771,301,0
other,good,13089,55,22195,1632,65,1
furniture,like_new,10369,34,15030,394,11,0
kids,poor,10785,74,23290,1112,88,0
other,good,10317,26,30533,338,20,1
furniture,like_new,10317,22,12233,1840,128,0
kids,poor,13189,77,24516,1179,70,0
furniture,like_new,10713,99,25792,1936,38,0
kitchen_utensils,good,10409,97,19720,685,0,0
kitchen_utensils,good,13593,31,12482,1085,195,1
furniture,poor,12167,72,9826,841,100,1
kitchen_utensils,good,10717,41,4177,1560,78,1
kids,good,14169,29,18419,1736,156,0
kids,poor,14057,39,21333,1982,297,1
furniture,good,10589,50,2572,1553,62,1
other,good,10719,57,26767,1855,92,1
kids,poor,13351,13,2253,1760,0,0
furniture,good,10367,64,27189,577,17,1
kitchen_utensils,poor,12163,84,24743,303,9,0
other,good,13053,63,30475,1228,12,1
kids,good,13595,93,4892,237,30,1
clothes,good,10553,31,2370,121,20,0
kids,like_new,10999,67,12429,1973,256,0
kids,good,12347,67,22556,570,79,1
clothes,poor,14052,98,23445,949,170,0
kitchen_utensils,acceptable,12047,72,20264,361,3,0
kitchen_utensils,poor,13595,39,11822,1333,173,1
kitchen_utensils,acceptable,10961,54,30859,1190,130,0
furniture,acceptable,12279,41,861,1175,82,0
furniture,like_new,10435,51,17095,1245,12,1
clothes,like_new,10553,50,22048,1084,184,1
clothes,acceptable,12045,77,1256,1638,114,0
other,like_new,10629,31,19018,1897,208,0
clothes,acceptable,10119,44,29455,88,10,1
furniture,acceptable,13583,11,30621,1389,97,0
clothes,acceptable,13347,75,3564,1239,123,1
