item_category,item_condition,distance,item_available_timer,n_views,n_likes,item_available
1,4,28686,81,1790,89,0
5,4,8754,13,272,48,1
4,2,19025,90,592,76,1
3,4,17904,63,1509,15,0
1,4,27852,4,1494,14,0
5,3,23933,2,492,34,0
5,3,22808,85,142,22,0
2,1,21000,33,47,5,1
4,4,7424,67,1264,240,1
1,3,2151,7,905,63,1
2,2,4055,19,713,114,0
3,4,9944,29,847,33,1
4,1,29125,29,535,85,0
4,4,26679,60,958,162,1
5,1,15692,15,1850,129,0
4,3,30639,15,243,21,1
1,1,23399,86,1508,271,0
2,1,4284,91,1555,233,0
5,4,26871,21,1562,46,1
3,3,151,11,1506,75,0
1,1,17614,26,958,57,0
3,4,94,43,1044,125,1
3,4,432,92,61,0,0
2,2,16680,80,86,12,1
1,3,6735,97,1500,255,0
5,1,5669,63,1544,277,0
5,4,13004,32,502,55,0
4,1,17801,9,1985,119,0
2,1,17008,76,854,8,1
4,3,8812,64,1944,77,1
3,1,13365,96,483,33,0
5,1,14364,7,447,84,1
5,1,21890,77,1839,183,0
1,2,1096,10,1863,55,1
2,3,28178,30,52,0,0
4,4,6518,56,617,104,0
1,3,14852,65,715,64,1
1,1,20300,96,1816,236,0
1,2,13500,72,370,18,0
5,2,17853,11,1428,185,0
5,3,14920,26,481,86,1
1,4,7739,44,1485,252,0
5,1,2258,68,1497,164,1
2,1,31658,20,1249,24,1
3,3,27808,27,1696,237,1
5,1,1920,93,1928,77,0
4,3,17468,75,246,19,0
2,3,26494,28,1661,16,0
2,1,28132,80,100,0,0
1,2,10071,37,1634,65,0
4,1,24560,75,1555,155,1
1,4,31923,95,365,32,0
5,1,23995,76,1136,204,1
4,2,9813,49,519,72,1
3,1,22820,72,996,0,0
4,4,15549,58,1403,42,0
1,2,27855,39,786,62,1
3,2,13755,37,183,0,1
3,3,27146,72,177,21,1
4,2,22201,89,55,1,0
1,3,7282,34,295,41,0
5,2,20664,80,1374,261,0
5,2,28037,57,1379,96,0
3,2,25773,14,1290,25,0
4,1,19248,73,348,66,1
2,1,9247,33,341,40,0
4,2,26858,58,1222,146,1
3,1,14793,89,563,73,1
2,3,4373,55,970,48,1
2,1,28658,18,1451,217,1
3,2,12519,63,1609,80,1
3,3,3488,56,473,18,1
3,1,26548,61,808,121,1
3,1,18705,69,843,126,0
1,1,22181,22,1864,205,1
2,1,1268,30,1005,190,1
1,2,1665,27,1662,66,1
2,1,28331,69,441,17,1
1,4,7947,22,1896,37,0
1,3,3248,68,301,33,1
3,2,6067,51,1031,51,0
4,2,24519,33,1913,95,1
3,3,10587,25,672,6,0
3,4,28770,32,507,25,1
2,3,12869,50,1036,134,1
4,3,10603,64,889,80,1
1,2,23597,64,1725,34,0
2,3,3194,94,1463,263,0
5,3,3331,70,449,17,0
4,4,29613,5,1588,238,1
5,1,15297,97,469,18,1
1,3,26665,53,1458,247,0
1,4,13217,85,1594,127,0
5,4,30486,60,251,45,1
4,2,16345,84,1103,198,1
3,1,24743,60,747,82,0
3,4,22336,65,314,53,1
1,1,8412,8,1334,133,0
1,2,15785,81,615,86,0
1,1,12010,46,749,142,1
3,2,11486,42,1322,13,0
3,1,17709,32,746,44,0
4,4,23599,35,1438,100,0
4,1,366,89,67,7,1
5,3,3950,9,1684,84,0
2,2,18787,26,1940,116,1
4,2,5529,62,1025,41,0
2,2,28990,78,219,35,0
2,1,29924,35,1234,12,1
1,1,9269,26,1176,188,0
4,1,26193,49,822,115,0
2,4,29564,94,132,3,1
1,3,28720,41,885,17,0
4,4,30065,32,1443,101,0
4,4,20064,89,1926,269,1
1,3,14540,73,1201,156,0
2,4,31089,70,806,145,0
3,1,20641,85,121,12,0
4,1,27645,88,1709,256,1
1,4,21728,97,39,5,0
5,2,23981,29,551,11,0
2,2,27487,83,1307,196,0
1,2,25552,79,1720,0,1
3,2,3548,46,1985,337,1
1,2,1132,26,245,19,0
3,3,10068,70,839,142,1
2,1,8775,74,740,44,0
2,4,19493,71,651,104,0
4,2,15641,3,1656,198,1
5,1,14572,30,4,0,0
1,3,12491,71,1882,301,1
4,3,30785,52,1777,337,1
2,1,9513,58,1102,154,0
2,2,10097,34,1186,130,0
5,2,30681,73,1878,281,0
1,3,22565,92,1482,222,1
1,4,16691,38,1526,152,0
5,2,15294,39,1169,105,1
2,1,31198,69,367,69,1
3,4,16983,62,1334,213,0
5,2,20065,40,36,6,0
2,1,25678,2,866,129,1
5,2,2809,13,232,4,1
5,4,9456,82,1745,296,0
1,2,531,45,978,78,0
3,4,6681,52,418,54,1
4,1,29528,5,1961,58,1
3,1,10139,81,842,0,1
2,2,26161,71,329,39,0
2,4,27246,36,1494,89,0
3,1,24567,85,1257,201,0
2,3,3571,61,1799,179,1
3,2,21352,4,367,66,0
3,3,13061,18,835,108,1
2,1,30538,80,1620,275,0
3,1,63,66,1293,90,0
4,1,5483,56,1369,219,0
5,2,25864,80,1154,69,0
1,2,3659,54,341,0,0
5,4,29657,27,1088,21,0
5,2,18645,41,962,144,1
4,3,29197,14,1320,26,1
2,1,6579,61,1342,0,1
2,3,609,94,1364,68,1
1,4,8164,87,1345,107,0
2,1,19155,23,1807,180,0
1,1,975,62,1929,327,0
5,4,4738,58,323,12,0
3,1,19267,90,650,19,0
4,3,22505,22,788,31,0
5,4,28425,8,1788,160,1
3,4,25500,7,1110,11,1
4,2,2211,55,703,0,1
2,2,5843,79,1079,97,1
4,2,16483,87,1470,220,0
2,4,11815,99,1015,20,1
3,1,14551,7,696,97,0
5,1,11358,62,1465,29,1
3,3,25239,7,1792,35,1
1,3,30732,49,966,154,0
1,3,15977,36,629,106,0
1,2,9627,58,836,108,1
2,4,12681,84,1429,42,0
5,1,13411,85,824,98,0
3,4,28974,93,73,13,1
3,4,6164,71,878,35,1
4,1,17998,26,1751,280,1
3,1,23987,9,1192,0,1
1,2,12443,6,453,86,1
1,2,18708,6,1473,265,0
1,4,29869,54,1326,238,0
2,2,2683,87,1933,251,0
1,2,15165,77,112,1,0
3,1,18327,59,262,20,1
2,2,31722,75,508,20,1
4,4,548,71,488,14,1
5,2,8264,53,1615,274,0
2,2,12184,95,1972,354,0
5,2,5870,63,71,10,0
5,3,26312,16,946,170,0
3,2,11812,50,1426,256,1
5,1,2537,42,1055,31,0
5,4,25941,88,1442,43,1
2,1,22872,8,91,7,0
5,3,23876,53,966,77,0
1,1,27818,8,324,51,0
2,3,1174,73,1776,106,0
4,1,12160,6,1083,140,0
5,1,7188,31,286,25,0
3,4,28681,10,82,7,0
4,2,26393,55,1820,200,1
5,3,15756,75,1859,241,1
5,1,28416,90,576,28,1
2,3,2279,73,593,23,1
1,4,23006,99,646,38,1
3,2,29870,93,287,45,0
5,2,25999,4,359,53,0
3,4,12192,36,887,150,1
3,4,16899,74,1764,0,1
5,3,512,91,66,3,1
5,3,3745,89,368,25,1
5,4,3595,29,1365,232,1
5,1,16035,22,1121,123,0
3,4,31656,24,1584,15,0
4,1,23737,57,1433,143,1
4,2,24895,53,1938,232,0
1,4,31545,25,1841,220,0
4,4,30616,30,423,33,1
3,1,1355,93,319,38,1
4,1,15724,51,276,44,1
4,2,21831,79,1439,215,0
2,4,24977,45,1599,223,0
3,2,18683,18,0,0,0
2,3,9129,5,1961,156,1
5,1,26273,36,1300,52,0
3,1,1120,99,368,51,1
4,2,28179,65,968,58,0
3,1,3628,59,1368,150,1
3,1,10345,55,1672,267,0
4,2,14929,17,1018,193,1
2,3,24971,78,114,20,1
5,3,6377,74,1376,123,0
5,4,27166,22,1684,218,1
2,3,2403,64,1011,161,1
2,2,31979,89,1944,174,0
1,3,25291,16,1074,193,0
4,3,31996,24,195,13,1
5,4,26954,19,888,26,1
3,3,21930,65,0,0,0
3,3,25677,85,1737,260,0
3,3,12962,39,718,100,0
3,2,26374,49,1725,310,1
3,2,19368,75,719,7,0
4,2,29996,50,318,38,1
2,2,10649,69,1753,298,0
1,4,2017,85,867,130,1
4,4,3976,65,1154,57,1
3,2,31487,22,1202,0,0
3,1,15581,74,975,39,0
4,3,12452,12,430,4,0
3,1,6736,47,1922,326,1
2,2,31813,74,1836,110,1
3,2,24867,46,1038,124,1
4,1,7796,84,793,142,1
5,3,18231,69,385,34,1
5,3,6701,33,416,58,1
3,4,8449,42,494,93,0
4,1,31509,8,1051,199,1
5,4,15800,81,1714,137,1
3,2,2913,68,1166,209,0
5,4,11745,8,1509,256,1
4,3,24850,5,1609,80,0
1,1,19150,62,419,58,0
4,4,31560,19,918,156,0
1,2,14785,71,2000,20,0
4,4,21063,64,638,63,1
2,2,31606,0,1876,18,1
4,4,20875,40,1358,27,0
2,2,27436,35,1064,21,1
2,2,1071,37,133,11,0
4,4,11652,68,1487,74,0
5,3,16825,11,1515,212,0
1,2,15683,38,1610,144,1
2,4,31833,25,1439,273,0
2,4,2729,28,934,0,0
5,2,2469,23,1070,171,0
3,2,8809,50,26,0,1
1,2,14129,16,770,92,1
1,4,30852,84,391,50,0
3,1,14277,76,285,25,1
5,3,9138,57,1224,146,0
2,3,29311,50,1098,21,1
1,4,21768,5,140,4,1
5,4,9712,27,1715,274,0
1,2,15511,7,1333,26,0
5,3,17522,61,300,27,1
1,4,11403,10,1699,254,1
1,4,26031,12,1895,56,0
2,4,22139,46,1466,249,0
2,1,12304,27,1503,195,0
2,1,1553,96,1883,301,0
4,3,5959,21,98,14,0
3,1,17986,89,112,8,0
5,3,13705,25,1759,281,0
4,4,9662,48,1612,193,1
5,4,24131,73,288,40,1
2,2,15233,66,173,1,1
3,3,23195,97,744,0,0
5,2,8707,66,1947,97,1
3,3,27814,50,946,56,0
2,2,11068,30,612,79,1
1,4,25398,26,1354,257,0
2,3,495,39,1371,260,1
1,1,7199,73,112,20,1
5,3,20642,31,1581,300,1
4,3,31700,59,325,0,0
2,3,31044,90,694,6,0
3,4,20613,98,89,12,1
3,1,31712,66,535,16,1
5,3,1248,75,547,60,0
4,2,18583,56,991,49,0
2,2,25227,22,764,106,0
2,3,14398,71,1409,56,0
4,1,26469,84,607,60,1
1,4,750,71,660,52,0
4,4,17888,15,1220,183,0
4,4,26311,16,706,0,1
4,1,13832,51,1452,246,1
4,1,14462,41,1488,252,1
2,3,8815,14,265,45,1
3,1,22278,6,208,24,1
2,3,28206,81,551,82,0
2,4,12504,59,1901,361,1
5,3,23018,15,1995,199,1
2,1,7855,45,404,24,0
1,2,17585,24,990,49,0
4,1,19253,12,1582,63,0
1,3,110,28,1319,92,0
5,1,31828,20,1110,210,1
1,3,5960,86,1119,67,1
3,3,11802,94,1724,189,0
4,2,8908,26,1002,150,1
3,3,13077,60,796,71,0
5,1,11721,42,924,175,1
1,2,5714,38,168,16,0
2,3,19931,91,148,5,1
3,1,22239,71,832,91,1
1,2,25024,52,769,7,0
4,4,3316,6,703,42,1
2,2,11859,77,1163,81,0
5,1,19024,40,1433,42,0
5,2,30859,67,1034,134,1
3,3,25110,90,1196,11,1
1,3,30437,42,114,20,0
4,2,27216,60,698,13,1
1,4,27770,23,957,9,1
4,2,8440,73,1447,86,0
2,3,28222,83,1263,202,0
4,1,12113,70,1359,108,1
4,2,26582,55,1501,150,0
3,1,19955,5,1173,152,1
5,3,26350,11,362,43,1
3,4,11285,19,292,2,1
4,1,19134,6,600,54,0
4,1,26903,69,443,62,0
2,1,2636,62,7,1,0
5,1,30842,41,939,150,0
1,4,27679,26,1181,35,1
2,4,1775,60,36,5,0
2,4,26414,87,1214,36,0
2,1,7667,41,205,32,0
4,2,8109,57,1471,161,1
4,2,6111,11,1172,11,1
3,2,10444,91,1306,39,1
2,2,8359,57,53,1,0
2,1,23183,0,1808,126,0
3,1,14452,84,464,69,1
4,3,27167,72,1353,67,0
3,4,18164,19,1232,135,1
3,3,4079,35,1715,205,0
4,1,1126,82,1520,91,1
1,3,14815,15,1228,208,0
5,4,26899,45,1825,200,0
4,3,14483,66,1289,219,0
3,3,16345,37,1970,177,1
5,2,12037,19,1645,49,0
4,1,7567,59,1086,141,0
3,4,6404,0,972,48,0
3,3,21654,60,272,13,0
1,3,835,49,1981,0,0
1,1,29027,52,1901,57,0
1,3,11231,30,1605,224,1
3,3,10623,84,1698,305,0
1,3,17395,1,1165,116,0
4,2,20954,16,399,67,1
5,3,27343,91,1210,169,1
1,4,3637,86,273,27,1
4,1,27363,22,1571,47,1
4,2,24533,44,24,2,1
5,1,31426,30,538,21,1
2,1,13450,72,1643,213,0
1,3,13666,6,583,75,0
2,2,13776,64,146,7,1
2,1,25714,13,1951,58,1
4,3,6212,79,1803,72,1
2,3,11961,96,201,26,0
5,2,2386,59,283,28,1
2,2,18353,12,1480,266,1
1,2,3332,73,1501,150,0
4,4,5102,9,1818,0,0
5,3,9901,89,174,31,1
2,3,17190,80,1258,75,1
3,3,23182,73,1337,227,1
1,1,22230,96,768,46,1
2,4,19956,88,94,7,0
3,1,30112,1,551,82,1
1,2,11834,28,255,7,0
1,1,18275,28,206,20,1
4,3,15743,32,698,83,0
4,3,8844,77,104,0,1
1,4,5699,84,550,16,0
4,2,3181,28,172,20,1
1,2,29799,23,1149,183,0
4,1,10774,11,764,129,0
4,3,3692,27,997,79,1
2,2,971,97,918,45,0
4,4,24306,97,233,18,1
2,1,23825,34,838,41,1
1,2,23107,9,1754,35,0
2,4,18574,27,649,103,0
4,1,24089,76,1197,11,0
3,2,5671,57,1469,264,1
3,3,25255,5,1428,185,1
1,3,24905,31,1903,304,0
4,1,3833,7,1345,13,0
1,4,2316,87,419,50,1
1,3,5465,4,1589,174,0
5,2,7566,83,273,16,1
1,3,10793,69,1767,70,0
5,3,1316,79,451,49,1
2,2,10231,80,1144,11,1
3,3,12306,1,1686,185,1
2,4,12311,48,161,12,0
3,1,16370,69,394,70,1
5,3,2311,7,833,141,0
3,4,14424,86,1765,141,0
5,3,22795,84,928,111,1
2,3,12265,34,929,65,1
4,4,27357,19,1754,52,1
2,2,26068,75,940,122,0
4,4,11653,12,601,48,0
5,1,2256,30,1148,68,1
4,3,27118,51,994,59,1
3,2,1231,20,623,24,0
5,1,15235,7,755,120,0
5,3,1804,84,193,7,1
1,4,6008,24,749,89,1
4,1,17456,61,1224,134,1
3,3,24038,17,1875,187,1
3,4,8997,46,1228,85,0
2,2,17689,84,1369,246,0
1,3,27077,52,527,47,1
2,1,27991,78,202,16,1
1,2,31635,25,527,5,1
5,4,12310,98,1262,176,0
4,2,13834,91,1694,50,1
4,1,6937,68,1554,295,1
3,3,8412,73,1784,338,0
3,3,31980,7,397,55,1
4,3,4263,51,389,35,0
3,4,26873,79,26,4,0
2,3,29516,96,1973,197,1
4,2,26691,61,341,17,0
4,4,18775,65,293,5,1
3,4,3312,35,1862,242,0
3,1,4102,73,769,76,1
3,3,23834,29,831,33,1
1,4,2986,68,1947,292,0
2,1,4044,89,1707,119,1
1,1,3766,16,1185,35,1
2,1,11861,7,1540,123,0
3,3,19343,29,274,27,1
2,1,90,64,1138,22,0
2,3,13299,36,1169,175,1
4,2,845,19,1140,45,0
4,1,25621,46,1774,230,0
1,3,30871,51,1116,189,1
2,1,15213,92,20,3,1
5,3,3303,11,1374,137,0
5,2,10343,80,105,1,0
5,3,20257,74,810,72,1
4,3,21410,42,104,16,0
3,4,4724,77,135,22,1
4,1,26683,84,265,45,1
1,2,21917,85,1773,195,1
4,1,4733,74,685,102,1
1,1,22897,66,707,0,0
3,1,19075,64,327,3,0
3,2,2038,18,415,41,0
2,1,25716,10,1775,230,1
4,2,15722,59,1984,297,1
2,2,25209,26,441,35,1
4,1,8630,73,1853,315,1
2,2,5691,99,287,51,0
4,2,18212,3,1043,156,1
1,4,14595,14,1579,252,1
5,4,31906,91,1466,234,1
4,1,12181,55,165,29,1
2,2,9363,41,1942,58,1
2,3,11851,42,1316,197,1
1,3,29360,49,1080,108,0
1,1,10289,63,1243,37,0
5,2,1805,4,28,1,1
3,4,24728,4,1337,66,0
4,2,10332,54,1131,79,1
5,3,12567,63,1286,0,1
2,4,14398,39,1815,181,1
5,2,28286,95,91,11,1
1,4,16078,11,1932,154,0
3,4,30498,32,1530,260,0
2,1,20637,75,1887,94,1
3,4,14032,36,1766,229,1
5,4,11838,38,1690,152,1
3,2,13343,32,1869,336,1
1,2,24459,68,1450,261,0
1,1,10902,15,602,30,0
5,2,10539,80,1125,67,0
2,1,30103,65,319,35,1
4,1,1435,80,234,37,1
2,2,25422,22,242,2,1
4,1,30126,39,764,99,0
5,2,24724,21,1450,188,0
1,4,25989,38,162,24,1
4,2,4223,33,103,11,0
4,3,25122,20,1877,56,0
2,4,9175,23,1884,131,0
5,3,12649,4,1625,292,0
5,4,2598,9,1998,139,1
4,2,13142,37,127,3,0
1,3,28769,37,1750,175,0
2,3,9559,92,1843,313,0
3,1,16389,11,956,86,1
3,4,3129,8,1943,252,0
4,3,12276,42,1142,159,1
3,2,1903,81,626,31,1
2,2,29758,5,1066,53,0
1,3,27477,96,120,14,0
1,1,8750,80,89,5,0
4,1,29486,51,362,21,0
5,3,15612,43,850,25,1
4,4,12368,72,1040,72,1
4,3,5876,77,1342,40,0
4,1,26791,54,1688,151,0
4,3,31904,91,176,19,0
1,1,17688,0,1167,210,0
1,1,25462,19,490,93,1
3,3,21652,84,991,0,1
4,1,9996,88,1861,260,0
3,3,26071,27,829,16,1
1,4,25919,0,1137,204,1
1,3,16143,54,1304,156,0
3,1,18,17,968,29,0
2,1,23943,36,1352,175,0
3,3,29656,78,91,1,1
5,4,25068,24,1173,82,1
4,4,18955,26,815,73,1
4,2,13038,77,1978,59,1
4,3,23003,83,437,48,0
2,1,5214,73,1657,182,0
4,3,16023,96,187,26,1
5,4,8389,61,1570,0,0
2,1,27436,80,423,21,1
1,3,23869,65,37,4,0
4,1,23147,26,959,86,1
1,4,28418,73,895,152,0
3,1,2611,22,1432,200,1
5,3,15346,67,1229,86,0
1,2,9615,77,1034,134,0
2,4,30435,18,1222,12,0
2,2,16382,87,281,0,1
1,2,13902,20,1091,141,0
1,1,29890,75,1312,104,1
2,1,2145,78,1113,66,1
2,1,29337,56,1959,97,0
5,3,6460,9,1631,212,0
2,1,31337,33,579,98,0
5,1,162,21,1245,24,0
3,3,12233,80,550,71,0
1,1,1095,14,1431,85,0
5,1,26423,60,697,62,1
3,4,9361,52,748,89,0
1,3,20321,37,185,7,0
2,3,23407,91,11,1,0
5,3,28494,84,1191,119,1
2,1,28085,56,1386,13,1
3,1,1126,0,154,16,1
4,2,7923,52,208,27,1
4,3,20155,53,1694,304,1
5,2,5698,63,594,112,0
5,2,30928,61,1591,175,0
2,4,9709,46,78,3,1
3,3,21319,62,1940,116,1
5,2,31036,16,806,72,0
3,1,6801,26,357,35,1
3,4,29993,68,287,2,1
3,4,27427,36,1892,321,1
4,2,22953,2,1621,64,1
2,3,1431,50,889,80,1
2,4,16970,75,1549,294,0
5,3,29688,33,84,3,0
5,1,14905,13,1380,69,0
1,2,6838,74,929,27,0
2,3,7378,36,1175,176,0
4,3,16102,0,46,8,0
4,4,26336,48,1960,19,0
5,1,29407,10,1718,171,0
2,3,11824,81,143,10,0
5,4,26477,34,1460,189,0
3,3,15430,1,803,72,1
4,4,27392,83,1813,290,0
3,4,21774,47,137,16,1
5,3,16376,84,873,165,1
5,4,25639,35,1927,77,1
4,2,14029,83,930,102,0
2,1,29532,93,1904,95,0
2,4,25994,47,1859,148,0
4,1,29551,57,152,13,1
3,2,23707,42,592,0,1
4,1,16349,27,962,0,1
5,3,6813,60,616,117,1
4,3,8904,20,1753,175,0
2,4,3345,19,1620,81,0
1,2,2918,61,1436,129,1
4,3,16558,95,442,48,0
4,3,7481,71,861,43,1
5,1,2378,60,873,78,0
5,1,17872,4,893,107,1
4,4,11987,39,653,78,1
5,3,29144,65,1067,170,0
4,2,9417,15,62,0,0
4,1,15696,94,1978,257,0
2,3,10667,1,1180,188,0
5,4,29356,59,11,0,1
2,4,1667,19,1955,351,1
1,3,23723,72,1634,212,1
3,1,12786,55,1592,191,1
2,4,4951,64,1794,233,1
3,3,30187,85,112,5,1
2,1,31641,34,1790,107,1
2,4,27110,17,676,121,0
1,2,3372,36,979,88,0
3,1,13898,40,87,13,0
3,1,23473,7,911,118,1
2,1,10930,22,121,6,1
1,4,31601,0,1318,26,1
5,1,22528,87,1710,256,1
2,2,27219,5,1611,48,1
2,3,989,16,457,31,1
4,4,23064,20,259,38,0
4,4,17464,1,92,15,0
1,1,5852,17,439,74,1
2,2,25288,78,1255,138,1
5,2,25467,67,1788,303,0
5,2,12941,34,1788,107,0
1,4,7432,40,1730,311,0
3,2,6238,96,887,141,0
3,4,14201,61,1998,19,0
3,2,9909,3,22,0,1
4,4,28668,58,868,138,0
5,2,25882,55,1172,82,1
2,1,1009,89,1013,192,0
1,1,31162,74,1306,39,1
5,4,2899,14,1764,0,0
5,2,25804,88,477,4,0
4,3,26236,95,829,66,1
3,4,29332,25,1541,231,0
4,1,5487,38,896,107,1
3,2,16174,99,1752,105,0
1,4,17451,26,1421,85,0
3,3,17913,18,672,67,1
4,1,10090,59,1718,223,0
1,1,825,77,828,157,0
4,4,4525,17,970,77,0
4,4,14098,58,13,1,1
1,4,31125,85,667,26,1
2,4,13340,6,1136,34,0
4,3,18035,56,1162,0,1
3,3,20359,54,596,77,1
3,4,26468,39,1990,0,0
4,2,1906,50,1869,242,1
4,1,113,28,172,10,0
3,1,5987,22,1677,285,1
4,3,1994,90,1937,193,0
4,3,4800,44,1666,149,1
3,3,25215,91,1486,14,0
5,3,30465,6,251,20,1
4,1,10334,37,1851,203,0
3,3,7841,48,1268,38,1
3,2,11139,95,951,104,0
1,1,3014,64,507,20,0
3,3,28715,38,98,15,1
4,3,2885,99,914,127,1
2,3,4507,18,1431,100,1
2,2,10559,71,1658,298,0
3,2,22155,36,1799,161,0
1,1,2735,91,475,19,0
5,2,17964,80,1776,124,0
2,4,14977,64,1208,96,1
5,2,6043,64,1977,177,0
4,2,27166,65,979,146,1
5,1,17156,56,1774,283,1
4,2,28339,57,917,82,0
1,3,2067,10,647,116,1
4,1,15007,64,884,8,0
3,1,8743,81,1678,268,0
2,3,10805,46,1295,12,0
2,4,28778,67,1428,242,1
2,1,13234,98,632,37,1
3,2,28201,62,175,5,1
5,4,2293,98,786,15,1
2,1,17713,24,576,46,1
4,2,20623,7,753,112,0
4,1,29690,45,1101,66,1
3,1,22215,60,812,64,0
5,1,2211,40,966,135,0
5,2,20726,7,1255,175,0
2,1,19648,51,1726,103,0
3,3,7971,93,178,3,0
3,3,15914,48,1057,116,0
5,1,10510,96,230,18,0
3,3,19478,80,524,68,0
5,4,30404,63,1264,202,1
1,2,31197,73,1318,118,0
1,1,23361,91,473,52,1
5,1,9377,35,1334,53,1
3,4,3713,23,1450,261,0
2,2,30651,54,856,94,1
2,1,16354,29,482,19,0
4,2,26309,82,963,28,1
2,1,6948,20,1101,55,0
5,1,27976,13,1585,269,0
4,4,11341,13,388,34,0
5,4,22281,90,1579,31,0
4,1,21152,16,726,0,1
4,2,27052,66,246,46,0
4,1,1778,31,1495,74,0
1,2,23791,11,395,27,1
3,2,27051,93,618,117,1
1,2,12498,31,432,21,1
4,4,27511,85,503,35,1
5,1,29969,13,1298,12,1
4,2,20964,60,1698,84,1
5,3,25569,62,1237,160,1
1,2,30483,89,1179,0,1
2,4,8507,51,851,161,0
2,1,20129,76,1837,110,1
3,1,21483,27,410,69,1
3,2,17288,42,1547,170,1
2,3,18663,19,85,13,0
2,3,17530,46,1371,123,0
3,3,68,98,1052,126,0
3,3,12490,32,1911,114,1
3,4,28305,70,694,34,1
2,1,31256,55,52,5,1
4,2,27548,47,766,99,0
3,4,18692,71,1366,40,0
4,3,28967,0,847,59,1
5,2,23581,1,871,17,0
4,4,15122,71,1333,106,1
4,2,17454,43,1657,281,0
4,3,6709,82,1720,189,1
4,2,8710,16,849,93,0
2,1,6945,75,386,73,0
5,1,14486,34,515,30,1
2,1,10182,11,708,14,0
3,2,31307,93,771,46,0
1,4,780,16,1840,331,0
4,1,20911,47,948,170,0
1,1,10246,55,1003,50,0
4,2,1055,68,1412,155,0
5,4,18509,88,326,42,1
3,1,1339,53,1543,77,0
3,4,18481,43,403,60,1
1,4,20217,14,306,52,1
3,2,31675,19,69,11,1
1,2,24735,54,1030,133,0
1,4,12490,12,260,49,0
3,1,19917,13,1169,116,1
1,2,7695,53,625,62,0
5,3,15728,2,671,127,1
3,4,22621,98,300,6,1
3,1,20106,12,1626,65,1
5,1,13286,21,1229,208,0
2,2,21385,68,1752,262,0
4,3,22931,87,684,68,0
1,2,26790,45,223,0,1
4,2,20546,84,1881,319,0
1,3,25582,86,1976,39,1
1,2,9562,61,1109,11,1
4,3,18653,64,360,18,0
1,3,15396,26,776,54,1
4,2,5011,71,0,0,1
3,1,24966,96,585,11,0
3,3,13316,7,231,32,0
5,1,3118,66,784,148,1
1,3,10608,43,1668,116,0
4,2,30932,5,17,2,1
5,4,7812,20,28,1,1
1,3,20917,86,155,27,0
2,2,23945,43,311,27,1
1,2,1727,45,1911,324,1
5,1,19936,45,1425,171,0
2,1,24348,77,989,69,1
2,1,26541,85,43,0,1
4,3,15646,76,296,56,1
4,3,21023,66,55,3,1
4,4,2681,63,1363,245,1
1,2,29030,43,809,129,1
2,1,7642,59,1161,23,0
1,1,21117,6,435,13,1
1,1,30538,35,1526,274,0
3,4,7264,13,1459,14,1
3,3,672,6,255,40,1
1,4,27193,31,1577,63,1
1,2,26429,38,936,149,0
4,3,11780,87,1639,49,1
1,4,3664,52,541,0,1
3,4,12634,85,21,0,0
4,2,24661,12,345,58,1
3,1,14537,2,468,65,1
3,1,16453,90,621,117,1
1,3,4439,56,247,22,1
4,3,25351,43,1609,32,0
4,4,17323,97,1274,178,1
4,2,18817,3,1339,174,0
3,4,29425,80,18,1,0
5,4,12929,29,1363,136,1
4,1,10088,24,938,84,0
4,1,30800,60,1805,18,1
2,2,7873,68,1936,348,0
1,3,17979,77,1311,183,0
3,3,8603,22,180,19,1
1,1,14949,17,1223,134,1
2,4,11666,74,434,17,0
4,3,6847,41,696,27,1
2,3,21953,24,793,31,0
2,1,5929,13,21,1,1
2,1,27871,29,1094,196,0
4,3,12350,65,1025,41,1
5,1,22157,11,786,47,0
4,4,10601,3,1098,21,0
3,1,26242,96,702,105,1
2,1,7332,14,818,122,1
3,1,23616,91,535,96,1
2,1,18394,11,1365,136,1
3,2,30755,91,390,3,0
3,2,21103,79,430,21,1
1,2,22531,23,1990,338,0
5,4,8005,40,203,32,0
1,1,4389,96,1909,0,0
1,3,5497,61,880,0,1
3,4,17159,21,677,60,1
4,3,1793,32,1202,0,1
2,2,2606,44,216,25,1
2,3,20009,0,983,58,0
2,4,25738,76,1526,61,0
1,1,14563,58,142,5,1
4,1,28748,67,1132,101,1
5,2,24269,59,1283,38,0
2,4,24248,69,319,54,0
2,2,23486,15,1914,363,1
2,4,21212,72,1069,106,0
5,3,10526,68,1756,105,1
3,3,25722,17,624,37,0
1,3,4555,64,1942,38,0
5,2,22479,79,1223,134,0
4,1,3567,95,806,24,0
5,1,10129,1,1190,190,1
2,3,5244,81,528,26,0
4,4,2389,84,186,11,0
1,1,7919,79,1041,135,0
5,4,30755,93,181,21,1
1,3,21259,76,255,48,0
2,3,21413,63,1785,249,0
2,3,1050,44,1796,215,0
5,4,13277,7,757,98,0
3,4,26940,24,443,13,1
1,4,6608,84,1783,196,1
4,2,17546,43,678,33,1
4,2,8541,65,810,81,1
2,1,11642,85,1764,105,1
5,3,25330,21,805,136,0
1,3,2300,31,1090,98,1
5,1,9970,3,621,12,0
2,2,12199,58,890,0,1
5,1,9224,10,1996,0,0
3,1,21518,21,1246,112,1
4,3,20261,67,801,136,0
4,3,12141,75,1443,72,1
4,1,21679,50,403,28,0
5,4,18385,99,1071,74,0
1,3,8263,23,153,19,1
