item_category,item_condition,item_available_timer,distance,n_views,n_likes,item_id
other,4,94,26023,1586,222,785
furniture,2,64,17343,1707,238,786
other,2,79,2709,1253,0,787
other,1,82,29289,795,15,788
furniture,2,12,15883,1130,158,789
kitchen itensils,3,31,23402,446,8,790
clothes,3,87,7100,1283,179,791
clothes,1,31,13945,802,16,792
kids,4,7,12933,1079,205,793
kids,1,24,31714,1358,122,794
clothes,4,9,1119,744,37,795
other,4,97,2966,1442,57,796
furniture,4,67,11841,1630,211,797
clothes,2,84,15723,1935,290,798
other,1,35,3350,725,29,799
kitchen itensils,4,92,13023,469,70,800
kids,4,9,5825,464,37,801
kids,3,31,13761,1013,40,802
furniture,1,51,1486,419,20,803
clothes,1,44,19612,616,12,804
other,3,9,8077,227,38,805
furniture,1,37,5577,1479,88,806
kitchen itensils,2,94,29049,892,133,807
kitchen itensils,1,21,1999,1882,188,808
clothes,4,59,1460,1418,56,809
clothes,4,35,9807,1798,107,810
kids,1,28,8933,620,55,811
kids,2,83,19204,1096,32,812
clothes,4,66,23948,1848,110,813
kids,2,89,14932,1175,211,814
kids,1,54,140,1120,123,815
kitchen itensils,2,28,7593,1879,75,816
furniture,1,18,18268,1210,0,817
kids,3,48,26364,280,44,818
clothes,4,45,4986,1865,18,819
kids,1,67,3769,643,57,820
kids,3,64,25841,607,66,821
other,3,46,30397,99,12,822
clothes,2,96,22572,1536,76,823
furniture,4,95,15684,1435,186,824
furniture,3,0,3980,1380,138,825
furniture,3,2,2513,1519,273,826
kids,4,7,17267,1895,37,827
clothes,3,98,16809,387,30,828
other,3,17,25903,1844,92,829
kitchen itensils,4,76,7118,1070,160,830
other,3,51,4156,1509,271,831
furniture,1,50,9137,572,62,832
kids,2,8,21602,933,27,833
clothes,2,15,15380,298,11,834
kitchen itensils,2,9,26427,450,27,835
kids,1,21,29899,161,30,836
kids,4,7,30048,981,78,837
furniture,1,7,6654,934,102,838
clothes,2,34,9093,1549,232,839
kitchen itensils,1,37,27753,1384,41,840
other,4,23,787,730,51,841
furniture,2,51,5832,1065,21,842
kitchen itensils,2,19,24131,156,3,843
clothes,3,94,4776,1159,115,844
kids,1,22,21298,727,50,845
kids,4,8,12598,802,144,846
kitchen itensils,3,79,28516,929,55,847
clothes,2,40,10947,1170,140,848
furniture,2,83,18850,21,1,849
other,4,19,9936,1252,0,850
other,1,49,3760,293,32,851
kids,4,13,12094,565,107,852
kitchen itensils,1,34,7357,1177,164,853
furniture,4,58,30365,473,14,854
furniture,3,42,29479,599,83,855
kitchen itensils,2,38,28614,1595,239,856
clothes,4,13,2250,589,106,857
clothes,2,33,30,160,8,858
clothes,2,24,26468,1075,10,859
kitchen itensils,3,67,29555,584,5,860
kids,4,71,14708,693,6,861
kids,3,21,13408,1582,110,862
kitchen itensils,2,21,3425,1662,199,863
other,2,67,23111,667,93,864
clothes,1,5,19578,1272,178,865
clothes,1,87,10150,976,0,866
furniture,1,94,27680,515,72,867
clothes,2,93,196,833,133,868
furniture,2,52,26184,840,67,869
clothes,1,85,31924,1143,114,870
clothes,1,82,8741,976,156,871
clothes,4,16,22574,1192,83,872
other,3,28,8767,137,8,873
furniture,3,20,8216,779,85,874
clothes,2,30,27033,136,21,875
clothes,3,29,17160,507,45,876
kids,3,0,15548,410,32,877
other,1,23,13015,502,80,878
furniture,3,26,2674,905,90,879
clothes,3,91,9872,406,32,880
other,4,32,357,795,23,881
clothes,4,7,6467,1536,107,882
kitchen itensils,2,0,12645,251,35,883
kitchen itensils,4,12,4343,575,74,884
kids,4,29,25079,708,134,885
other,1,94,19339,449,71,886
kitchen itensils,4,72,3091,1844,18,887
clothes,1,2,11904,1090,43,888
kids,3,64,2647,1395,27,889
other,4,69,19490,401,0,890
furniture,2,83,2611,84,12,891
other,1,10,786,1573,204,892
furniture,1,80,22112,222,13,893
other,3,43,25956,490,29,894
kitchen itensils,2,28,27384,1133,56,895
furniture,3,85,21819,811,8,896
clothes,3,36,28367,262,36,897
furniture,2,59,5247,429,30,898
clothes,3,32,20202,1047,0,899
clothes,1,94,1435,1932,77,900
other,1,14,16081,1166,139,901
clothes,4,22,28138,1684,185,902
kitchen itensils,3,90,16987,391,66,903
clothes,3,78,6465,1644,246,904
other,1,58,4046,662,59,905
furniture,3,53,31568,136,10,906
kids,1,3,13072,1044,135,907
kids,4,66,6435,1115,44,908
clothes,2,61,28213,1068,192,909
other,1,21,24778,443,13,910
furniture,2,62,11897,883,141,911
clothes,1,41,4008,1069,74,912
kitchen itensils,2,17,14868,931,27,913
other,2,34,11716,338,37,914
furniture,2,88,19564,1648,32,915
kitchen itensils,1,21,25684,386,34,916
furniture,2,44,27336,1354,13,917
other,1,26,7035,1911,229,918
clothes,1,95,28202,1740,243,919
kitchen itensils,4,90,361,1644,0,920
clothes,3,78,27922,42,6,921
kitchen itensils,2,15,13021,1548,278,922
clothes,4,37,23072,557,100,923
kids,1,84,10849,1785,160,924
kitchen itensils,3,98,22373,881,61,925
clothes,1,2,2081,293,52,926
kids,2,46,5350,1572,62,927
clothes,1,76,10505,79,6,928
kitchen itensils,3,32,26857,1929,57,929
kitchen itensils,1,55,27395,307,18,930
furniture,2,47,16820,112,14,931
kitchen itensils,2,14,14003,703,98,932
furniture,2,19,15638,1250,212,933
kids,1,37,31476,1623,178,934
other,3,46,9855,974,97,935
furniture,4,36,24979,364,29,936
kitchen itensils,1,42,10165,1858,297,937
kitchen itensils,4,82,16346,1491,0,938
furniture,2,68,19409,201,22,939
kids,2,53,2665,1799,161,940
other,4,19,9750,1863,316,941
furniture,2,79,6694,527,52,942
clothes,3,84,14847,195,0,943
kids,3,42,9563,152,22,944
kids,2,9,24008,614,85,945
other,2,97,23893,379,53,946
clothes,3,45,27393,1020,102,947
kids,4,24,30928,365,0,948
kids,3,82,25978,815,146,949
clothes,1,33,15555,535,26,950
kids,3,88,25099,1631,244,951
kids,1,45,4136,511,76,952
kids,3,55,3685,1291,12,953
kitchen itensils,3,26,7989,110,7,954
clothes,2,88,7801,158,3,955
other,2,39,30680,26,1,956
furniture,4,81,22826,407,56,957
kids,3,20,15464,212,16,958
clothes,1,25,3582,92,17,959
other,4,34,985,1731,173,960
kitchen itensils,3,18,5936,1014,172,961
clothes,4,88,19468,548,5,962
kids,2,53,8570,798,47,963
other,4,59,4264,1004,10,964
clothes,3,36,31151,1519,227,965
furniture,3,57,7096,1394,125,966
furniture,1,12,15688,644,38,967
furniture,2,0,5128,1020,40,968
other,4,81,26132,1545,0,969
kitchen itensils,4,86,2134,1501,15,970
kids,2,77,28997,134,8,971
kids,1,60,24974,367,7,972
other,1,6,13411,978,78,973
other,1,60,23671,1273,50,974
clothes,3,34,27199,757,52,975
kids,1,33,30450,1789,125,976
kitchen itensils,1,43,11656,607,18,977
other,4,2,7103,65,3,978
other,1,54,8567,1856,334,979
clothes,4,20,22287,676,40,980
kids,4,67,11141,52,2,981
kitchen itensils,3,50,3042,235,39,982
kitchen itensils,1,33,14610,1606,64,983
other,4,55,13727,1996,239,984
kitchen itensils,3,72,3883,788,7,985
kids,4,96,18215,1917,95,986
kids,4,47,22401,445,0,987
kids,3,80,26606,666,33,988
kids,4,14,6610,996,189,989
kitchen itensils,3,76,3341,1398,223,990
furniture,4,68,4609,544,32,991
kids,3,53,25538,966,28,992
kitchen itensils,3,5,9629,91,5,993
clothes,4,57,29447,428,12,994
clothes,2,22,7185,1571,62,995
furniture,1,81,27147,1095,153,996
kids,2,37,24382,1806,234,997
furniture,2,22,5113,317,38,998
clothes,3,61,31413,909,63,999
other,3,52,25838,829,140,1000
kitchen itensils,2,92,10348,1118,44,1001
furniture,2,47,2736,334,26,1002
other,4,15,25685,666,119,1003
other,1,1,15178,1025,164,1004
clothes,2,71,10797,864,138,1005
kitchen itensils,1,98,25529,1991,119,1006
kids,1,80,4057,1806,72,1007
clothes,4,47,10610,1275,191,1008
kitchen itensils,2,42,26623,175,12,1009
kitchen itensils,2,59,11969,1289,116,1010
kitchen itensils,4,0,5579,1647,49,1011
kids,4,45,15914,849,25,1012
other,4,14,5334,1298,233,1013
kids,1,54,24558,1357,244,1014
other,1,80,5999,983,29,1015
other,4,23,4946,1424,156,1016
kids,2,36,31516,1972,295,1017
kitchen itensils,2,35,21448,87,16,1018
other,4,25,23899,482,91,1019
furniture,3,43,11416,1021,40,1020
kitchen itensils,2,64,9519,85,4,1021
kitchen itensils,3,48,28344,1133,181,1022
kitchen itensils,4,69,26316,1485,44,1023
furniture,1,20,5462,773,61,1024
clothes,4,55,29015,1703,204,1025
other,3,27,19139,1245,62,1026
kids,4,20,2837,509,40,1027
kids,1,68,24592,230,18,1028
furniture,1,98,730,1722,327,1029
furniture,1,42,716,1227,159,1030
other,1,74,14910,536,5,1031
kids,4,11,4107,618,6,1032
furniture,2,0,22395,192,5,1033
clothes,3,31,1423,976,48,1034
furniture,4,30,1945,1873,0,1035
kids,4,95,14261,1085,162,1036
kitchen itensils,3,70,27912,1953,58,1037
kids,2,5,20378,1514,242,1038
furniture,2,53,26694,1670,233,1039
kitchen itensils,2,6,26025,948,123,1040
kids,2,61,22397,1831,274,1041
clothes,1,45,25771,1480,251,1042
kids,3,90,18064,1206,96,1043
furniture,2,56,1762,1472,132,1044
kitchen itensils,3,23,30507,1491,14,1045
furniture,3,69,23207,1138,216,1046
kids,3,60,29103,1516,181,1047
clothes,3,6,8355,329,0,1048
other,1,55,19658,1036,124,1049
furniture,1,20,20487,1789,250,1050
kids,4,38,14979,575,0,1051
other,3,60,24701,893,89,1052
kitchen itensils,3,25,25263,509,66,1053
kids,4,85,14525,1019,132,1054
other,1,46,17655,232,23,1055
furniture,1,13,6962,85,16,1056
kitchen itensils,2,45,19439,1993,159,1057
clothes,4,63,25717,645,58,1058
kitchen itensils,1,91,31013,157,4,1059
other,1,90,2370,1281,153,1060
other,3,4,28214,82,10,1061
kids,4,72,13346,1598,95,1062
other,2,65,19991,1018,101,1063
kitchen itensils,3,57,19779,958,162,1064
clothes,3,88,7399,97,4,1065
other,1,8,20013,510,45,1066
kitchen itensils,3,60,2519,625,6,1067
clothes,3,72,5756,196,25,1068
furniture,3,49,4944,902,0,1069
kitchen itensils,2,79,18353,966,115,1070
clothes,4,22,429,810,105,1071
other,1,7,25359,1094,109,1072
furniture,1,39,19168,1709,51,1073
furniture,1,87,12834,1152,138,1074
other,1,67,29307,131,6,1075
furniture,3,12,18039,1268,240,1076
clothes,3,42,24754,709,56,1077
other,1,45,13885,1273,216,1078
furniture,1,52,23399,212,0,1079
kitchen itensils,3,72,4478,814,32,1080
kitchen itensils,3,71,21320,1527,183,1081
kids,1,37,18374,481,0,1082
kitchen itensils,1,81,31882,1498,284,1083
clothes,4,54,25776,1227,196,1084
furniture,4,91,11602,663,86,1085
kids,4,1,27693,756,143,1086
clothes,1,12,29182,1385,55,1087
kitchen itensils,2,64,26227,434,39,1088
clothes,4,97,12506,360,32,1089
kids,4,91,1516,1847,277,1090
furniture,2,46,10969,581,46,1091
furniture,3,14,25590,1565,93,1092
other,2,98,26831,518,98,1093
kids,1,33,6133,616,18,1094
other,1,65,3157,1355,176,1095
furniture,2,55,23157,1489,29,1096
kids,4,3,10373,736,7,1097
furniture,2,95,1372,1334,173,1098
kids,1,86,17913,1517,0,1099
kids,1,37,11429,1425,256,1100
clothes,1,0,31426,1164,139,1101
other,2,97,19299,1372,82,1102
furniture,2,2,23864,1995,19,1103
kids,4,29,28092,1936,212,1104
other,2,41,14503,698,41,1105
kids,4,71,20751,1564,156,1106
other,1,29,29307,907,18,1107
clothes,1,69,18316,1814,272,1108
kitchen itensils,4,78,27119,1860,260,1109
kitchen itensils,3,82,22309,965,48,1110
clothes,4,77,19729,263,39,1111
clothes,2,98,8607,1321,198,1112
other,2,10,28855,1017,162,1113
furniture,1,34,11860,702,49,1114
kids,1,16,8654,1667,233,1115
kids,2,33,27222,982,58,1116
furniture,2,29,31089,436,39,1117
clothes,3,47,23460,1462,116,1118
other,4,1,29445,1537,30,1119
furniture,3,29,14942,1852,333,1120
other,1,62,10027,1691,169,1121
kitchen itensils,4,51,24776,833,66,1122
kitchen itensils,4,80,20997,1316,131,1123
furniture,1,82,18808,1653,33,1124
kitchen itensils,4,1,1394,8,0,1125
kids,1,69,18260,1499,209,1126
clothes,4,93,23410,123,20,1127
clothes,2,24,17839,76,8,1128
other,4,36,27572,55,7,1129
other,3,43,11822,1794,125,1130
furniture,2,60,8433,1418,99,1131
kids,2,62,3262,1280,243,1132
clothes,2,68,15722,798,31,1133
clothes,1,21,2954,1481,103,1134
clothes,2,58,3128,1823,200,1135
clothes,1,58,5129,840,142,1136
clothes,1,76,7649,1302,156,1137
kitchen itensils,1,87,27783,79,12,1138
furniture,1,41,30060,811,8,1139
kitchen itensils,4,26,7408,1812,344,1140
other,2,46,14352,1854,0,1141
kids,1,2,27261,1402,70,1142
kids,1,16,5781,5,0,1143
clothes,2,15,30302,995,109,1144
other,2,98,19204,463,32,1145
clothes,2,23,23159,571,39,1146
furniture,1,25,30887,215,6,1147
clothes,3,5,27439,570,51,1148
clothes,2,41,9749,315,25,1149
furniture,3,24,7589,1769,0,1150
clothes,3,84,23947,579,81,1151
clothes,4,35,8849,985,29,1152
other,2,51,7661,144,23,1153
kids,1,39,24985,1220,97,1154
kids,2,88,27197,1785,196,1155
furniture,1,21,25207,384,19,1156
furniture,3,86,23995,1173,93,1157
other,4,14,28144,1721,34,1158
furniture,1,66,10765,1996,99,1159
kitchen itensils,3,31,21846,1273,241,1160
kids,3,37,30587,1339,174,1161
furniture,4,63,21272,510,25,1162
furniture,2,24,4084,1587,301,1163
clothes,2,27,31646,722,122,1164
other,3,28,1964,1607,144,1165
furniture,3,91,5807,913,27,1166
furniture,1,84,8637,1917,249,1167
kids,4,69,31139,713,114,1168
furniture,1,89,31089,1951,78,1169
furniture,4,10,20200,1870,130,1170
clothes,1,77,14222,1554,295,1171
kitchen itensils,3,38,23810,616,6,1172
kids,3,66,25121,9,1,1173
kids,1,16,5224,1488,223,1174
other,4,68,13238,1374,261,1175
furniture,4,57,4773,1463,73,1176
other,2,56,8489,246,2,1177
clothes,2,11,14398,1643,246,1178
other,4,12,25879,1103,55,1179
kitchen itensils,1,70,16582,512,81,1180
kids,2,32,7195,1478,103,1181
other,1,63,29126,1622,243,1182
other,3,88,18578,1386,221,1183
furniture,4,1,13347,733,102,1184
kids,1,26,13237,779,0,1185
kids,3,49,11164,1872,299,1186
kids,3,61,17995,1059,180,1187
clothes,1,89,31595,1533,61,1188
other,3,38,19198,1552,93,1189
kitchen itensils,3,27,15157,269,29,1190
kitchen itensils,3,27,14615,1051,73,1191
clothes,4,32,2463,340,47,1192
clothes,2,73,25999,1842,165,1193
kids,4,73,30370,23,3,1194
clothes,3,50,31427,1130,79,1195
furniture,2,99,900,1741,87,1196
furniture,1,6,31613,394,31,1197
furniture,4,8,750,1606,64,1198
furniture,1,58,26840,876,61,1199
kitchen itensils,1,70,23177,1129,11,1200
clothes,3,50,2669,1655,264,1201
furniture,2,46,161,1884,94,1202
kitchen itensils,1,40,23545,634,57,1203
kids,1,94,7363,1030,123,1204
clothes,4,7,9756,1205,48,1205
furniture,3,51,18207,965,19,1206
kitchen itensils,3,13,29072,810,89,1207
furniture,4,42,3075,1611,306,1208
clothes,3,71,360,1214,0,1209
furniture,1,50,11747,1482,29,1210
kitchen itensils,4,54,2729,1934,212,1211
other,4,1,13982,1976,79,1212
clothes,1,36,4962,1083,0,1213
kids,2,98,28797,852,161,1214
other,4,52,31351,561,50,1215
kitchen itensils,4,68,26328,1779,142,1216
kitchen itensils,4,43,18800,691,131,1217
other,3,5,733,1364,68,1218
kids,4,21,20641,1928,212,1219
clothes,3,43,3750,795,39,1220
other,1,37,26450,197,0,1221
kids,4,72,3326,1921,326,1222
furniture,4,38,15400,1694,67,1223
kitchen itensils,2,96,10390,1244,74,1224
kitchen itensils,1,74,4891,437,78,1225
kitchen itensils,2,2,30823,1757,316,1226
furniture,4,10,22309,1396,251,1227
clothes,4,57,30723,1776,195,1228
kids,2,60,26456,70,2,1229
clothes,1,84,27594,1101,99,1230
furniture,2,97,20551,594,89,1231
clothes,3,30,14486,1521,273,1232
kitchen itensils,1,71,5155,280,50,1233
furniture,3,95,28156,263,7,1234
clothes,1,51,12738,1963,58,1235
kitchen itensils,3,6,8157,956,114,1236
clothes,3,5,23691,210,8,1237
kitchen itensils,3,78,22456,1850,55,1238
furniture,4,83,31131,916,164,1239
kitchen itensils,2,18,3354,269,26,1240
furniture,2,42,7064,1146,103,1241
kitchen itensils,1,11,22184,28,1,1242
clothes,3,59,23865,825,57,1243
clothes,2,51,22549,162,29,1244
kitchen itensils,3,58,29815,444,53,1245
furniture,4,4,24864,1098,153,1246
kids,4,51,4688,592,41,1247
kids,1,65,27782,782,93,1248
clothes,2,63,22970,1067,192,1249
kitchen itensils,3,36,27078,1954,312,1250
clothes,2,99,20176,850,102,1251
kids,1,66,29526,1628,48,1252
clothes,3,25,26753,1400,84,1253
kitchen itensils,4,54,11772,401,72,1254
other,2,96,30268,186,7,1255
furniture,3,2,28155,51,7,1256
furniture,3,77,2872,1052,0,1257
kids,1,52,14827,1293,155,1258
kitchen itensils,4,82,5726,85,16,1259
kids,1,7,28092,1836,220,1260
clothes,4,41,1054,64,1,1261
kitchen itensils,2,96,15342,1570,78,1262
kids,2,81,26557,1190,166,1263
other,1,65,15609,1851,240,1264
kitchen itensils,3,51,14141,1446,115,1265
furniture,4,39,11114,279,16,1266
clothes,3,39,19325,1008,80,1267
kitchen itensils,2,18,28017,1532,61,1268
furniture,3,97,31376,551,27,1269
kids,3,56,19984,1837,146,1270
kitchen itensils,4,97,7561,580,40,1271
clothes,4,10,28716,1387,13,1272
other,4,69,12155,476,23,1273
kids,4,86,6562,1138,68,1274
kids,3,38,5753,344,48,1275
other,2,18,26874,1433,272,1276
kids,2,7,6373,940,47,1277
other,2,55,5432,851,8,1278
other,1,6,27938,1696,67,1279
kitchen itensils,1,35,18851,1488,14,1280
kitchen itensils,3,57,20307,883,35,1281
other,4,80,5430,261,5,1282
other,1,55,5504,1835,183,1283
clothes,4,15,4022,1618,145,1284
kids,1,28,10775,929,0,1285
kids,1,48,4523,1344,134,1286
kids,2,68,19718,1900,152,1287
clothes,4,92,9972,1355,54,1288
furniture,2,50,5102,1822,36,1289
kitchen itensils,2,27,24289,1489,223,1290
other,3,23,28427,1124,112,1291
furniture,1,12,19062,618,37,1292
clothes,3,78,3479,1914,344,1293
kitchen itensils,4,34,20631,265,0,1294
kitchen itensils,3,91,19127,385,0,1295
clothes,2,95,14868,1452,87,1296
kitchen itensils,2,45,20538,1049,136,1297
clothes,4,85,5904,1550,0,1298
clothes,3,14,17329,409,73,1299
kitchen itensils,2,68,19785,792,15,1300
furniture,4,7,1493,1936,212,1301
clothes,3,54,22907,1118,201,1302
kitchen itensils,1,97,25946,1609,209,1303
other,3,50,25689,821,8,1304
furniture,1,48,8962,291,55,1305
kitchen itensils,1,14,17053,1713,274,1306
kitchen itensils,1,0,21968,628,81,1307
clothes,2,58,26257,1071,32,1308
kids,4,11,14311,1764,0,1309
clothes,1,39,28244,405,52,1310
kitchen itensils,2,12,14521,1909,305,1311
other,1,21,19685,474,28,1312
kids,3,94,23730,171,13,1313
furniture,1,19,230,1801,342,1314
furniture,3,71,31384,922,92,1315
kitchen itensils,1,70,20988,622,99,1316
kids,2,16,27966,1788,339,1317
kids,1,0,4665,1416,127,1318
kids,4,96,13499,1288,12,1319
furniture,4,11,31538,597,35,1320
clothes,3,33,11700,660,46,1321
kitchen itensils,1,38,24612,1829,292,1322
other,2,92,15755,883,167,1323
clothes,3,49,26205,176,29,1324
kitchen itensils,2,38,9920,1323,105,1325
furniture,1,11,2589,1436,129,1326
kitchen itensils,2,23,22204,1011,10,1327
clothes,4,2,16187,400,8,1328
furniture,2,79,30873,1534,76,1329
clothes,1,68,19787,1278,217,1330
clothes,1,51,3437,1296,181,1331
kitchen itensils,2,12,30731,422,50,1332
kitchen itensils,1,66,16683,1214,60,1333
furniture,3,60,11373,65,7,1334
kitchen itensils,4,83,26959,1733,242,1335
other,4,12,10053,693,20,1336
kitchen itensils,3,47,14355,163,22,1337
other,4,13,20409,1361,163,1338
furniture,2,53,21612,798,71,1339
kids,1,76,22776,1650,231,1340
clothes,3,29,24123,105,9,1341
furniture,3,95,715,1452,87,1342
clothes,2,89,12127,85,4,1343
kitchen itensils,1,92,11092,759,7,1344
kids,2,59,21432,158,30,1345
kids,4,12,18761,1962,117,1346
other,3,22,10536,1435,200,1347
clothes,3,34,21823,1137,45,1348
kids,4,73,14175,596,71,1349
kids,3,15,7123,1856,129,1350
kids,4,57,1916,24,3,1351
furniture,2,64,29828,676,108,1352
furniture,2,38,27366,46,6,1353
kids,4,15,7919,1697,84,1354
kids,2,7,27092,637,121,1355
clothes,4,4,3954,1187,189,1356
kitchen itensils,3,5,6920,1382,234,1357
kids,2,72,3393,1374,261,1358
furniture,2,94,14248,438,17,1359
clothes,4,89,30173,1963,215,1360
furniture,4,9,5662,1707,256,1361
kitchen itensils,2,77,19636,818,24,1362
kids,1,11,15990,427,81,1363
clothes,4,45,18745,1683,134,1364
kitchen itensils,4,48,25364,1252,212,1365
kids,3,19,8698,484,62,1366
furniture,4,19,26692,1654,198,1367
clothes,1,41,15102,522,20,1368
furniture,3,3,7966,148,25,1369
furniture,4,66,18309,1903,228,1370
kitchen itensils,1,83,20821,782,109,1371
other,2,85,21085,1369,150,1372
other,1,14,9153,1539,107,1373
kitchen itensils,2,96,12775,1019,40,1374
kitchen itensils,3,24,20581,120,3,1375
furniture,3,70,17788,1608,192,1376
furniture,4,49,11598,1618,48,1377
kids,1,0,27053,1179,200,1378
other,2,16,25974,1094,120,1379
kids,1,25,17917,159,30,1380
other,3,7,6954,1993,239,1381
clothes,4,39,9010,569,22,1382
clothes,1,53,15229,722,36,1383
clothes,1,61,20933,1822,36,1384
kids,4,65,11048,1380,41,1385
furniture,2,61,17403,1188,225,1386
other,3,48,27713,1652,313,1387
other,3,72,28163,1161,34,1388
kids,1,12,948,761,30,1389
kitchen itensils,4,55,24032,342,20,1390
kitchen itensils,1,81,29203,652,13,1391
other,1,25,14905,354,42,1392
clothes,1,96,18807,1041,20,1393
kids,2,89,20555,717,78,1394
furniture,3,67,16556,1227,110,1395
kids,3,87,7360,1643,197,1396
kitchen itensils,2,1,20333,1767,300,1397
furniture,4,38,17754,1478,162,1398
kids,2,5,4531,821,65,1399
kitchen itensils,1,14,31124,1270,127,1400
other,2,40,639,431,60,1401
other,1,78,6236,266,39,1402
other,2,80,22576,905,18,1403
kids,4,42,29545,1803,90,1404
kids,4,48,23085,51,7,1405
kitchen itensils,1,43,29628,1945,0,1406
kitchen itensils,4,4,17770,1929,327,1407
kids,4,37,10776,112,7,1408
other,3,51,21248,1274,140,1409
other,1,72,18068,1603,272,1410
kids,1,89,10385,1522,136,1411
kids,1,6,2024,866,103,1412
other,4,94,18983,822,24,1413
